2708 16
9 8 1.0042913
9 9 1.3442883
9 10 0.9963484
9 11 0.19988227
9 12 0.92518127
9 13 -0.058788326
9 14 0.71692187
9 15 1.0891168
10 0 0.98331636
10 1 1.5019315
10 2 0.22569434
10 3 0.05273792
10 4 0.76920855
10 5 0.068448305
10 6 -0.05144778
10 7 1.2820134
10 8 0.9005822
10 9 1.059832
10 10 -0.013008386
10 11 1.2464796
10 12 1.6959063
10 13 -0.0789895
10 14 0.08288309
10 15 1.3608298
11 0 1.0857812
11 1 1.4862661
11 2 0.05062735
11 3 0.04176578
11 4 0.70627964
11 5 0.04793465
11 6 0.20395258
11 7 1.0530088
11 8 0.9766934
11 9 1.2081039
11 10 0.21314263
11 11 0.92014045
11 12 1.8757535
11 13 -0.083066165
11 14 0.12104915
11 15 1.3291976
12 0 0.12819064
12 1 0.9060634
12 2 0.75565374
12 3 1.2572396
12 4 1.0534375
12 5 1.4137001
12 6 -0.08911106
12 7 1.4535291
12 8 0.9581027
12 9 2.3845286
12 10 0.04712391
12 11 1.1097485
12 12 1.655372
12 13 -0.1003245
12 14 0.054742634
12 15 -0.17476147
13 0 0.64815426
13 1 1.119145
13 2 0.051998585
13 3 0.83742034
13 4 0.03760156
13 5 0.29879257
13 6 0.7182605
13 7 1.2350214
13 8 0.37652665
13 9 1.8678031
13 10 0.1283328
13 11 0.9945277
13 12 1.0996224
13 13 -0.086523525
13 14 0.5474231
13 15 1.0595074
14 0 0.5191856
14 1 1.2171898
14 2 0.20710306
14 3 0.81244016
14 4 0.20857486
14 5 0.45092216
14 6 0.76523685
14 7 1.365649
14 8 0.29719657
14 9 1.9300804
14 10 0.09214291
14 11 1.1619163
14 12 1.0559233
14 13 -0.09204747
14 14 0.7509985
14 15 0.9077765
15 0 0.55673844
15 1 1.075673
15 2 0.09365204
15 3 0.92712384
15 4 0.07192516
15 5 0.2854001
15 6 0.95136654
15 7 1.1834307
15 8 0.090554744
15 9 1.9916345
15 10 0.3632885
15 11 0.911808
15 12 1.0698903
15 13 -0.09320896
15 14 0.83497393
15 15 1.2365041
16 0 1.4453635
16 1 1.2303462
16 2 0.91070724
16 3 0.70769215
16 4 0.959217
16 5 0.87751377
16 6 0.6218902
16 7 0.6794691
16 8 1.158154
16 9 0.97437435
16 10 0.75959015
16 11 0.35742652
16 12 0.83567536
16 13 -0.06978826
16 14 0.78382754
16 15 1.604953
17 0 0.571682
17 1 0.91526836
17 2 0.015750885
17 3 1.3226528
17 4 -0.16898167
17 5 0.06934303
17 6 1.1177554
17 7 1.4658364
17 8 0.07634619
17 9 2.3615866
17 10 0.036313057
17 11 1.2405052
17 12 0.5145131
17 13 -0.12191927
17 14 1.0615993
17 15 1.4021845
18 0 1.6825275
18 1 1.9927461
18 2 1.457491
18 3 0.13079226
18 4 0.31200796
18 5 0.16775075
18 6 0.23584664
18 7 1.538521
18 8 0.3342449
18 9 0.70553976
18 10 0.18958634
18 11 1.2797129
18 12 0.77210236
18 13 -0.052616168
18 14 1.098166
18 15 1.5441897
19 0 0.467689
19 1 1.0179374
19 2 0.040471047
19 3 0.96532714
19 4 0.16182236
19 5 0.09306377
19 6 0.97965026
19 7 1.3942848
19 8 0.3036374
19 9 1.9142088
19 10 0.019251734
19 11 1.1586138
19 12 1.1358061
19 13 -0.09602536
19 14 0.8303268
19 15 1.3172835
20 0 0.64247274
20 1 2.2054908
20 2 1.0766726
20 3 0.04989341
20 4 0.78825355
20 5 0.14777976
20 6 0.88167775
20 7 0.56464946
20 8 -0.0555394
20 9 1.2428166
20 10 0.8970649
20 11 0.2753913
20 12 1.7238727
20 13 -0.08254512
20 14 0.8958839
20 15 0.4511889
21 0 0.73211455
21 1 1.4608235
21 2 0.070613295
21 3 0.7397008
21 4 -0.18468076
21 5 -0.080907196
21 6 1.121899
21 7 1.118322
21 8 -0.090913266
21 9 1.8737874
21 10 0.19450544
21 11 1.0545768
21 12 1.2354618
21 13 -0.05936254
21 14 0.7866758
21 15 1.3131106
22 0 0.5467029
22 1 1.3552868
22 2 0.5028553
22 3 0.9405664
22 4 0.8049736
22 5 0.9838394
22 6 0.070717126
22 7 1.3233413
22 8 0.817208
22 9 1.9774009
22 10 0.25209564
22 11 1.101205
22 12 1.4770261
22 13 -0.09738959
22 14 0.20822696
22 15 0.30418226
23 0 1.1713973
23 1 1.9124849
23 2 0.03694758
23 3 0.2530148
23 4 4.2289495e-05
23 5 1.0518491
23 6 0.15676416
23 7 0.6290511
23 8 4.2170286e-05
23 9 2.3209863
23 10 0.8348392
23 11 0.3851766
23 12 0.9636347
23 13 -0.11277558
23 14 0.048960507
23 15 0.46331877
24 0 0.4779526
24 1 0.9211024
24 2 0.14424594
24 3 1.140196
24 4 0.17929877
24 5 0.21454194
24 6 1.0399146
24 7 1.3649548
24 8 0.32581055
24 9 2.0757108
24 10 0.10643569
24 11 1.1669002
24 12 0.78257394
24 13 -0.10942407
24 14 0.92572105
24 15 1.3552904
25 0 0.56567264
25 1 1.2561586
25 2 0.19082035
25 3 0.9263274
25 4 0.2410009
25 5 0.20674762
25 6 0.97893167
25 7 1.1707871
25 8 0.13167173
25 9 1.8894467
25 10 0.2726428
25 11 0.94148874
25 12 1.0520926
25 13 -0.09142839
25 14 0.83679175
25 15 1.2305832
26 0 1.4044623
26 1 1.9294993
26 2 0.06971529
26 3 0.05661857
26 4 0.1255314
26 5 1.0212406
26 6 0.09510702
26 7 0.48585224
26 8 0.14287281
26 9 2.0463705
26 10 0.902797
26 11 0.2757714
26 12 1.0712115
26 13 -0.12030876
26 14 0.04447624
26 15 0.67139167
27 0 0.6091254
27 1 1.2059085
27 2 0.040082306
27 3 0.6566688
27 4 0.06918588
27 5 0.24487504
27 6 0.7936989
27 7 1.197455
27 8 0.16667843
27 9 1.9347228
27 10 0.27651218
27 11 1.0355659
27 12 1.16001
27 13 -0.0861144
27 14 0.69448537
27 15 1.150499
28 0 1.2438338
28 1 1.1064564
28 2 0.77133083
28 3 1.0437944
28 4 0.8667103
28 5 1.1405318
28 6 0.8921181
28 7 0.38635877
28 8 0.97396314
28 9 1.3402439
28 10 0.9697636
28 11 0.17411032
28 12 1.0972887
28 13 -0.08889376
28 14 0.69947505
28 15 1.2242848
29 0 0.3912753
29 1 0.7775373
29 2 0.3616342
29 3 1.1012975
29 4 0.8582399
29 5 1.2984889
29 6 0.19173229
29 7 1.3790386
29 8 1.0093907
29 9 2.0770462
29 10 0.051789343
29 11 1.0978236
29 12 1.3892941
29 13 -0.09256542
29 14 0.19245698
29 15 0.465148
30 0 0.49597573
30 1 0.8588063
30 2 -0.1730769
30 3 0.8840539
30 4 -0.0011793673
30 5 0.07953861
30 6 0.90519094
30 7 1.3026023
30 8 0.075130016
30 9 2.1284676
30 10 0.03188297
30 11 1.1323471
30 12 0.90934145
30 13 -0.085298665
30 14 0.6487299
30 15 1.4053819
31 0 1.3963339
31 1 1.9630508
31 2 0.29718783
31 3 0.27283725
31 4 0.17947634
31 5 1.1006224
31 6 0.08156586
31 7 0.53233373
31 8 0.249443
31 9 1.8652172
31 10 0.8646138
31 11 0.29150277
31 12 1.3077712
31 13 -0.050374277
31 14 0.11242178
31 15 0.52381647
32 0 0.9703918
32 1 1.4856796
32 2 0.046436667
32 3 0.1265516
32 4 0.6892313
32 5 0.34052575
32 6 0.24539578
32 7 1.0273286
32 8 0.89398694
32 9 1.2744647
32 10 0.16840583
32 11 0.8582394
32 12 1.8128703
32 13 -0.0833344
32 14 0.117149755
32 15 1.1810688
33 0 0.62058604
33 1 1.5474887
33 2 0.76885206
33 3 1.0841221
33 4 1.0808237
33 5 1.1211594
33 6 0.17870896
33 7 1.5732038
33 8 0.9963769
33 9 1.9059707
33 10 0.0066752434
33 11 1.3801711
33 12 1.6543344
33 13 -0.111111745
33 14 0.29849023
33 15 0.5606453
34 0 1.3612535
34 1 1.0439209
34 2 0.82217836
34 3 0.8815994
34 4 0.8115876
34 5 0.9335002
34 6 0.944244
34 7 0.58307123
34 8 0.96333086
34 9 1.2457442
34 10 0.89943624
34 11 0.32130983
34 12 0.7877631
34 13 -0.05719897
34 14 0.8076371
34 15 1.4156303
35 0 0.98229563
35 1 1.3064942
35 2 0.012493342
35 3 0.050139695
35 4 1.0204836
35 5 0.28086928
35 6 0.2232767
35 7 1.0154752
35 8 1.0166323
35 9 1.1195081
35 10 0.21181521
35 11 0.8641765
35 12 1.7989541
35 13 -0.087460496
35 14 0.0073161423
35 15 1.280987
36 0 1.4288716
36 1 2.1199064
36 2 1.1694328
36 3 0.11137596
36 4 0.28695852
36 5 0.18266642
36 6 0.07264179
36 7 1.2712797
36 8 0.28831202
36 9 1.1225879
36 10 0.2592756
36 11 1.1087179
36 12 1.1576797
36 13 -0.06260945
36 14 0.7186126
36 15 1.19353
37 0 0.6087699
37 1 2.0961936
37 2 0.530591
37 3 -4.708767e-05
37 4 1.1393409
37 5 -6.2942505e-05
37 6 0.5519609
37 7 0.79925984
37 8 0.5814259
37 9 0.7004863
37 10 0.35562587
37 11 0.717479
37 12 2.3820448
37 13 -0.074862145
37 14 0.46028018
37 15 1.044733
38 0 0.4355581
38 1 1.2690122
38 2 0.7571417
38 3 1.0802239
38 4 0.89315903
38 5 1.2070247
38 6 0.16957143
38 7 1.2793955
38 8 0.7953991
38 9 2.1896572
38 10 0.2401642
38 11 1.0844281
38 12 1.6644495
38 13 -0.098606564
38 14 0.18133464
38 15 0.2259329
39 0 0.33194304
39 1 0.8575333
39 2 -0.01999569
39 3 1.1191676
39 4 1.1199305
39 5 1.3140786
39 6 0.00061154366
39 7 1.3837749
39 8 1.279845
39 9 2.1122296
39 10 0.22507775
39 11 1.2381294
39 12 1.7611951
39 13 -0.12476407
39 14 -0.04128334
39 15 0.18959111
40 0 0.6409118
40 1 0.98392695
40 2 0.081024855
40 3 1.0363421
40 4 0.23254296
40 5 0.5024793
40 6 0.7948555
40 7 1.2926159
40 8 0.32123524
40 9 2.1002688
40 10 0.15168193
40 11 1.1043035
40 12 0.95483506
40 13 -0.09773241
40 14 0.67702866
40 15 1.2634156
41 0 1.3448986
41 1 1.7691227
41 2 0.16034095
41 3 0.23719493
41 4 0.13262355
41 5 0.9769399
41 6 0.23037426
41 7 0.42371982
41 8 0.29853374
41 9 1.8843328
41 10 0.8990955
41 11 0.21182936
41 12 1.1409856
41 13 -0.08233549
41 14 0.047225177
41 15 0.7660455
42 0 1.5649803
42 1 2.0837579
42 2 0.09669545
42 3 0.019355297
42 4 -0.122955084
42 5 0.9195567
42 6 0.025597215
42 7 0.48808068
42 8 0.056486785
42 9 1.9408242
42 10 0.86549485
42 11 0.23597834
42 12 1.0344921
42 13 -0.08480927
42 14 0.06482598
42 15 0.6751548
43 0 0.4774297
43 1 1.058382
43 2 0.41928107
43 3 1.0804801
43 4 0.78982174
43 5 1.0770292
43 6 0.12729365
43 7 1.5092077
43 8 0.9543348
43 9 2.218412
43 10 0.029268175
43 11 1.2887901
43 12 1.3091313
43 13 -0.098600924
43 14 0.22849591
43 15 0.36329743
44 0 0.5317606
44 1 1.1632737
44 2 0.06988698
44 3 0.9084999
44 4 0.21737914
44 5 0.31794637
44 6 1.2190872
44 7 1.0097982
44 8 0.13302863
44 9 2.190558
44 10 0.4934701
44 11 0.8687805
44 12 1.1966507
44 13 -0.105890445
44 14 0.85904205
44 15 1.1276469
45 0 0.5523951
45 1 1.0406199
45 2 0.07820082
45 3 0.90358436
45 4 0.25343102
45 5 0.47156426
45 6 0.8584428
45 7 1.2487683
45 8 0.33932233
45 9 1.968847
45 10 0.25691122
45 11 1.0181084
45 12 1.0249617
45 13 -0.098991476
45 14 0.67108595
45 15 1.1421082
46 0 1.4469162
46 1 1.2750903
46 2 0.9723846
46 3 0.8175406
46 4 0.81305027
46 5 1.1237564
46 6 0.6862464
46 7 0.6002164
46 8 0.9514051
46 9 1.2562625
46 10 0.83065736
46 11 0.3493778
46 12 1.0631105
46 13 -0.08229698
46 14 0.69855696
46 15 1.2959366
47 0 0.5357016
47 1 1.9408282
47 2 0.8727442
47 3 0.24560624
47 4 0.93285495
47 5 0.20152804
47 6 1.0998197
47 7 0.35716188
47 8 0.11297849
47 9 1.3469237
47 10 1.1448925
47 11 0.14682883
47 12 1.646672
47 13 -0.08961204
47 14 0.82712686
47 15 0.31057063
48 0 0.26632333
48 1 0.57579446
48 2 0.034493476
48 3 1.4638686
48 4 0.30359116
48 5 0.65456593
48 6 1.0755779
48 7 1.4412241
48 8 0.47791788
48 9 2.4158237
48 10 0.0030706227
48 11 1.2128426
48 12 1.0670589
48 13 -0.12061365
48 14 0.7284697
48 15 0.98448795
49 0 0.61533606
49 1 1.0628651
49 2 0.39438406
49 3 0.9648408
49 4 0.91373914
49 5 1.3015043
49 6 6.377697e-06
49 7 1.2127044
49 8 1.0251256
49 9 2.0072558
49 10 0.22280073
49 11 0.9921028
49 12 1.6352925
49 13 -0.08736468
49 14 2.1725893e-05
49 15 0.20619619
50 0 0.6569671
50 1 2.0013218
50 2 0.6516646
50 3 0.103913784
50 4 0.849193
50 5 0.043799758
50 6 0.8575896
50 7 0.48566264
50 8 0.17011064
50 9 1.0748048
50 10 0.86670756
50 11 0.27610126
50 12 1.8583548
50 13 -0.06485742
50 14 0.7022325
50 15 0.7186107
51 0 0.8555387
51 1 1.0664269
51 2 0.23740073
51 3 0.9303676
51 4 0.31529403
51 5 0.22139564
51 6 1.0730255
51 7 1.3033772
51 8 0.4351945
51 9 1.7663217
51 10 0.38054875
51 11 1.0900731
51 12 1.1377902
51 13 -0.09750124
51 14 1.0121716
51 15 1.2884437
52 0 1.2370131
52 1 1.288814
52 2 0.2569478
52 3 0.06412265
52 4 0.9796342
52 5 -0.00341475
52 6 0.26202407
52 7 1.3405629
52 8 1.0875225
52 9 0.9207779
52 10 -0.0009600818
52 11 1.2160051
52 12 1.7715209
52 13 -0.07856943
52 14 0.22573207
52 15 1.6866059
53 0 1.2901978
53 1 1.2955647
53 2 0.53790367
53 3 0.7188155
53 4 0.49913257
53 5 0.90088487
53 6 0.66318995
53 7 0.704085
53 8 0.7374684
53 9 1.4446886
53 10 0.7222711
53 11 0.4185816
53 12 0.85001105
53 13 -0.06863717
53 14 0.61657196
53 15 1.2710867
54 0 1.6190978
54 1 2.1631043
54 2 1.1064637
54 3 0.0017787218
54 4 -3.606081e-06
54 5 0.11063528
54 6 0.028479517
54 7 1.4125388
54 8 0.18232685
54 9 1.0905948
54 10 0.087562054
54 11 1.1010963
54 12 1.0128021
54 13 -0.07762926
54 14 0.89467573
54 15 1.3528311
55 0 0.56444955
55 1 1.0421772
55 2 0.06594756
55 3 0.8596641
55 4 1.1237988
55 5 0.9639522
55 6 0.18588126
55 7 1.3085425
55 8 1.2676727
55 9 1.716573
55 10 0.038020283
55 11 1.2016692
55 12 2.0118475
55 13 -0.0823971
55 14 2.6613474e-05
55 15 0.84248096
56 0 1.4584539
56 1 1.9009304
56 2 0.0796113
56 3 0.12606105
56 4 0.21456608
56 5 0.9272052
56 6 0.076910466
56 7 0.32494485
56 8 0.37553892
56 9 1.919058
56 10 1.001106
56 11 0.16699055
56 12 1.3080502
56 13 -0.08674906
56 14 0.040663093
56 15 0.7755427
57 0 0.5471156
57 1 0.93157303
57 2 1.2636185e-05
57 3 1.0047109
57 4 6.109476e-05
57 5 0.2600007
57 6 0.9380865
57 7 1.2833043
57 8 0.18997842
57 9 2.080963
57 10 0.124048024
57 11 1.0749822
57 12 0.908296
57 13 -0.09448513
57 14 0.70615077
57 15 1.3301195
58 0 1.2408915
58 1 1.0538833
58 2 1.0141666
58 3 0.999157
58 4 0.9793002
58 5 1.0124382
58 6 0.7261957
58 7 0.49078542
58 8 1.047268
58 9 1.077517
58 10 0.9290645
58 11 0.2661069
58 12 0.81566536
58 13 -0.076526225
58 14 0.78939414
58 15 1.4093761
59 0 1.4998609
59 1 1.1809175
59 2 0.78325176
59 3 0.66324556
59 4 1.0202558
59 5 1.0319364
59 6 0.69661826
59 7 0.44238383
59 8 1.187468
59 9 1.0686343
59 10 1.0185144
59 11 0.28544196
59 12 1.2346779
59 13 -0.07518565
59 14 0.62464947
59 15 1.5306549
60 0 0.7734778
60 1 1.5342882
60 2 0.22053266
60 3 0.44922772
60 4 0.9660916
60 5 0.45441166
60 6 0.47319117
60 7 1.021292
60 8 0.9156008
60 9 1.1846693
60 10 0.26647913
60 11 0.9397336
60 12 1.9045373
60 13 -0.06919381
60 14 0.22879449
60 15 1.0886414
61 0 0.80492306
61 1 1.3645515
61 2 0.06737515
61 3 0.16204453
61 4 0.75232124
61 5 0.0037479699
61 6 0.3377712
61 7 1.1299222
61 8 0.82958364
61 9 1.2907903
61 10 0.09578058
61 11 0.9795891
61 12 1.7861302
61 13 -0.0765282
61 14 0.18177901
61 15 1.3731543
62 0 0.828886
62 1 1.6121746
62 2 0.37104863
62 3 0.052108258
62 4 1.1592038
62 5 0.018270016
62 6 0.16475193
62 7 1.0071754
62 8 0.96022433
62 9 0.8132511
62 10 0.22439161
62 11 0.89967656
62 12 2.0063424
62 13 -0.03800369
62 14 0.22826159
62 15 1.1902542
63 0 0.6619257
63 1 1.0090489
63 2 0.3899066
63 3 1.0672355
63 4 1.0596809
63 5 1.2534262
63 6 0.17079674
63 7 1.1777933
63 8 1.0561717
63 9 1.8992314
63 10 0.23878467
63 11 1.0019014
63 12 1.544147
63 13 -0.09795627
63 14 0.1534867
63 15 0.40963492
64 0 1.3483425
64 1 1.1943314
64 2 0.9915401
64 3 0.9120371
64 4 1.0148566
64 5 1.15935
64 6 0.8567461
64 7 0.29626405
64 8 1.0296948
64 9 1.2506492
64 10 1.0764921
64 11 0.12652227
64 12 1.0100437
64 13 -0.030850463
64 14 0.7087716
64 15 1.261889
65 0 0.68264925
65 1 1.0466983
65 2 -0.14893481
65 3 0.2707318
65 4 1.101124
65 5 -0.0035327077
65 6 0.41758558
65 7 1.1180454
65 8 1.2161075
65 9 1.120774
65 10 -0.08392036
65 11 1.2165465
65 12 2.0635624
65 13 -0.07417608
65 14 0.06713557
65 15 1.5797218
66 0 0.6189846
66 1 0.89843214
66 2 0.32915658
66 3 1.2975316
66 4 0.95818794
66 5 1.5062438
66 6 0.26310676
66 7 1.2318537
66 8 1.2605053
66 9 2.0534084
66 10 0.28129524
66 11 0.9649483
66 12 1.3853908
66 13 -0.10199285
66 14 0.2887931
66 15 0.4476185
67 0 0.5667182
67 1 1.9599957
67 2 0.7458234
67 3 0.14990282
67 4 1.004869
67 5 0.10696998
67 6 0.8282275
67 7 0.6894673
67 8 0.19202203
67 9 1.3811765
67 10 0.84473944
67 11 0.4004472
67 12 1.5742443
67 13 -0.09221299
67 14 0.816221
67 15 0.5500581
68 0 1.2035863
68 1 1.0064648
68 2 0.6731286
68 3 0.835578
68 4 0.87398326
68 5 0.8402884
68 6 0.71470296
68 7 0.63507414
68 8 1.003044
68 9 1.3285269
68 10 0.7450234
68 11 0.42370373
68 12 1.1051593
68 13 -0.07420555
68 14 0.6122244
68 15 1.2682083
69 0 1.2636008
69 1 1.9184065
69 2 0.05246052
69 3 0.2252625
69 4 -1.3768673e-05
69 5 0.88276744
69 6 0.1482346
69 7 0.42106205
69 8 0.20035532
69 9 1.9260285
69 10 0.8293669
69 11 0.25738642
69 12 1.2512207
69 13 -0.07733473
69 14 0.059393078
69 15 0.66155434
70 0 0.4363496
70 1 1.9222295
70 2 0.68711925
70 3 0.16502282
70 4 0.88311696
70 5 0.02695632
70 6 0.76406586
70 7 0.565935
70 8 0.17229155
70 9 1.4076592
70 10 0.7666621
70 11 0.35862184
70 12 1.9926524
70 13 -0.08691185
70 14 0.7072572
70 15 0.5399571
71 0 1.3549641
71 1 1.243257
71 2 0.7541027
71 3 0.8476387
71 4 0.78237593
71 5 0.99520504
71 6 0.65710974
71 7 0.7239561
71 8 0.9549948
71 9 1.3328121
71 10 0.8011046
71 11 0.4731085
71 12 0.97855073
71 13 -0.07918093
71 14 0.76761353
71 15 1.3299556
72 0 1.3770235
72 1 1.1265512
72 2 0.7615837
72 3 0.7731724
72 4 0.76979446
72 5 0.971643
72 6 0.86224174
72 7 0.67181253
72 8 0.94326836
72 9 1.3705928
72 10 0.8836144
72 11 0.35079306
72 12 0.8202181
72 13 -0.089297324
72 14 0.7709862
72 15 1.1415269
73 0 1.4336782
73 1 1.3026298
73 2 1.0817523
73 3 0.83517534
73 4 0.73917097
73 5 0.6954844
73 6 0.94935083
73 7 0.7071004
73 8 0.79001284
73 9 1.0640649
73 10 0.79256487
73 11 0.5489817
73 12 0.9768057
73 13 -0.076501824
73 14 1.0277824
73 15 1.4963548
74 0 0.95481473
74 1 1.3291425
74 2 -0.024616688
74 3 0.1328668
74 4 0.9234918
74 5 0.23415118
74 6 0.2526635
74 7 1.0215862
74 8 0.8474746
74 9 1.2480825
74 10 0.20083626
74 11 0.93951106
74 12 2.0267699
74 13 -0.06195018
74 14 0.07439491
74 15 1.3843489
75 0 0.37582982
75 1 0.95860875
75 2 0.17795023
75 3 1.1815606
75 4 0.9474227
75 5 1.1517177
75 6 0.053464204
75 7 1.1932584
75 8 1.0588919
75 9 2.1530552
75 10 0.25737897
75 11 1.0377856
75 12 1.6931541
75 13 -0.08881902
75 14 0.021605343
75 15 0.27936506
76 0 0.6248766
76 1 1.850744
76 2 0.62996495
76 3 0.22046724
76 4 0.94221115
76 5 0.25939143
76 6 0.784155
76 7 0.42655486
76 8 0.36720282
76 9 1.2724105
76 10 0.8442198
76 11 0.30360925
76 12 1.8047794
76 13 -0.06092843
76 14 0.5194552
76 15 0.5715332
77 0 1.3731761
77 1 1.9826524
77 2 0.006987065
77 3 0.048615754
77 4 0.13945702
77 5 0.95486134
77 6 0.07530853
77 7 0.49622694
77 8 0.2582761
77 9 2.0480044
77 10 0.8044091
77 11 0.29094312
77 12 1.3125458
77 13 -0.06860073
77 14 0.010961056
77 15 0.68373597
78 0 0.32110566
78 1 0.8022883
78 2 -0.11685693
78 3 1.1167533
78 4 1.0487216
78 5 1.2860217
78 6 0.13804248
78 7 1.309622
78 8 1.1950133
78 9 2.0310001
78 10 0.14861763
78 11 1.1707873
78 12 1.6465223
78 13 -0.10814305
78 14 1.1920929e-07
78 15 0.393809
79 0 0.8434577
79 1 1.4378034
79 2 2.682209e-05
79 3 1.1473894e-05
79 4 0.88139135
79 5 -1.5288591e-05
79 6 0.26411992
79 7 1.1290555
79 8 0.8183131
79 9 0.9843144
79 10 0.16010264
79 11 1.0415019
79 12 1.9172224
79 13 -0.08515623
79 14 0.117207155
79 15 1.1257604
80 0 0.9996654
80 1 1.365326
80 2 -0.14359507
80 3 -0.07629144
80 4 0.890309
80 5 -0.008683801
80 6 -0.27350143
80 7 1.1975846
80 8 0.9869127
80 9 1.0776751
80 10 -0.06131208
80 11 1.1438147
80 12 1.9919565
80 13 -0.08217637
80 14 -0.19151744
80 15 1.4676213
81 0 1.006357
81 1 1.5671537
81 2 0.13188373
81 3 0.15088165
81 4 0.8706523
81 5 0.12221035
81 6 0.07666993
81 7 1.2116168
81 8 0.85978967
81 9 1.2225608
81 10 0.045917004
81 11 1.1141251
81 12 2.0020611
81 13 -0.07641944
81 14 0.028827995
81 15 1.3017833
82 0 0.37688482
82 1 0.82143253
82 2 0.040987134
82 3 1.0870798
82 4 0.93761325
82 5 1.1223719
82 6 0.20181896
82 7 1.240057
82 8 1.0593555
82 9 2.21561
82 10 0.2897138
82 11 1.0398605
82 12 1.6851305
82 13 -0.11935833
82 14 0.023689032
82 15 0.2848009
83 0 1.4273293
83 1 1.2296789
83 2 0.90311253
83 3 0.87957716
83 4 0.6796687
83 5 1.0895507
83 6 0.7703885
83 7 0.7290535
83 8 0.8814645
83 9 1.4431064
83 10 0.7560675
83 11 0.510636
83 12 0.7049229
83 13 -0.064205885
83 14 0.8185997
83 15 1.3123832
84 0 0.5784129
84 1 1.3720806
84 2 0.50170183
84 3 0.8715769
84 4 0.8239325
84 5 0.97570443
84 6 0.15038265
84 7 1.0178978
84 8 0.7355665
84 9 1.8671532
84 10 0.42119852
84 11 0.8494557
84 12 1.6062832
84 13 -0.079424396
84 14 0.18959765
84 15 0.31553805
85 0 1.7408273
85 1 2.1414397
85 2 1.1583617
85 3 0.04637727
85 4 0.18121822
85 5 0.24978727
85 6 -0.0759075
85 7 1.3338805
85 8 0.43457243
85 9 0.9276339
85 10 0.08637023
85 11 1.17728
85 12 1.0248971
85 13 -0.064969905
85 14 0.73231816
85 15 1.5065718
86 0 0.6572182
86 1 1.2191398
86 2 0.40588653
86 3 0.79385084
86 4 0.83466935
86 5 1.0534743
86 6 0.11970937
86 7 1.1680648
86 8 0.8799087
86 9 1.8345838
86 10 0.29107594
86 11 0.9396119
86 12 1.657938
