3327 16
21 9 0.084335834
21 10 0.8495296
21 11 -0.10797317
21 12 1.2509084
21 13 0.5971263
21 14 0.88098234
21 15 1.3342237
22 0 0.3009577
22 1 1.0620047
22 2 0.9352435
22 3 1.2291055
22 4 0.37246108
22 5 0.970155
22 6 0.8063767
22 7 0.83551633
22 8 1.5199261
22 9 0.10620943
22 10 0.7291248
22 11 -0.09485102
22 12 1.2731053
22 13 0.92287874
22 14 0.97858906
22 15 1.4600167
23 0 0.08944273
23 1 0.16431332
23 2 0.017554283
23 3 2.5044162
23 4 0.08891541
23 5 0.0060183704
23 6 0.030723542
23 7 0.80647457
23 8 1.4073584
23 9 0.08130497
23 10 0.7148701
23 11 -0.07186259
23 12 0.7880812
23 13 0.017904341
23 14 0.4183721
23 15 0.9641894
24 0 0.42018998
24 1 0.8876537
24 2 0.93543875
24 3 1.2762996
24 4 0.26935828
24 5 0.9929213
24 6 0.9047754
24 7 1.1222715
24 8 1.6279266
24 9 0.09902114
24 10 1.037171
24 11 -0.08158572
24 12 1.1814616
24 13 0.72879755
24 14 0.9429852
24 15 1.4085723
25 0 0.20799294
25 1 1.0230731
25 2 0.670388
25 3 2.2478123
25 4 0.848535
25 5 0.7181339
25 6 0.08619058
25 7 0.13669515
25 8 0.76417303
25 9 0.83253014
25 10 0.020587027
25 11 -0.06617317
25 12 1.2351197
25 13 0.84526354
25 14 1.1072773
25 15 0.44996944
26 0 0.2748985
26 1 0.9287368
26 2 0.8687738
26 3 1.2433989
26 4 0.20038855
26 5 0.8770014
26 6 0.97744894
26 7 1.0299616
26 8 1.6207609
26 9 0.0258286
26 10 0.9503468
26 11 -0.09139849
26 12 1.2260262
26 13 0.6971669
26 14 0.9783037
26 15 1.3946528
27 0 0.33490705
27 1 0.7298565
27 2 0.46478733
27 3 2.2544096
27 4 0.6475029
27 5 0.4948782
27 6 0.25591427
27 7 0.25335512
27 8 1.0394204
27 9 0.80097336
27 10 0.19258055
27 11 -0.0700489
27 12 1.2005943
27 13 0.75234973
27 14 0.99041075
27 15 0.5367664
28 0 1.0425613
28 1 0.009495914
28 2 0.7965734
28 3 2.0930834
28 4 1.0160549
28 5 0.74534535
28 6 0.6940993
28 7 1.1446911
28 8 1.0119994
28 9 0.807255
28 10 1.0412946
28 11 -0.10245464
28 12 1.0911624
28 13 0.57116675
28 14 0.08226341
28 15 0.81566274
29 0 0.16792947
29 1 0.90125084
29 2 0.63354313
29 3 2.1582866
29 4 0.7717606
29 5 0.61257905
29 6 0.088272214
29 7 0.12002087
29 8 0.8396653
29 9 0.72297144
29 10 0.11781761
29 11 -0.038091615
29 12 1.0637647
29 13 0.6971693
29 14 1.0104162
29 15 0.49848247
30 0 0.08616239
30 1 0.893246
30 2 0.57187825
30 3 2.4708285
30 4 0.63914865
30 5 0.6347233
30 6 5.4240227e-06
30 7 0.11909464
30 8 0.7448714
30 9 0.6967498
30 10 0.06163287
30 11 -0.03860525
30 12 0.91487277
30 13 0.67357993
30 14 0.91826457
30 15 0.44426042
31 0 0.2860787
31 1 0.82641834
31 2 0.59756386
31 3 2.120084
31 4 0.80958796
31 5 0.6517799
31 6 0.20636743
31 7 0.11895999
31 8 0.8347446
31 9 0.8874495
31 10 0.061287284
31 11 -0.051973403
31 12 1.1747512
31 13 0.87170315
31 14 1.0972043
31 15 0.41746438
32 0 1.4187397
32 1 1.0609627e-05
32 2 0.8741479
32 3 1.9136492
32 4 1.3278528
32 5 0.7678968
32 6 0.60243034
32 7 0.86966145
32 8 0.78545964
32 9 1.022324
32 10 0.8395729
32 11 -0.09164589
32 12 1.6561524
32 13 0.16489552
32 14 1.8715858e-05
32 15 0.8631258
33 0 0.3196095
33 1 1.0613279
33 2 1.0439467
33 3 1.0680358
33 4 0.45641068
33 5 0.9335301
33 6 0.68100965
33 7 0.8036042
33 8 1.829955
33 9 0.017869622
33 10 0.7000926
33 11 -0.10441688
33 12 1.4075702
33 13 0.6933645
33 14 1.0114306
33 15 1.6466038
34 0 0.1436196
34 1 1.0536438
34 2 0.7435955
34 3 2.1146054
34 4 0.7420993
34 5 0.7843973
34 6 0.28051725
34 7 0.3381812
34 8 0.7184312
34 9 0.69774157
34 10 0.2831665
34 11 -0.079281315
34 12 0.9570368
34 13 0.89398974
34 14 1.114377
34 15 0.5183402
35 0 0.17772692
35 1 0.0013947487
35 2 -3.6358833e-06
35 3 2.6652353
35 4 0.046192378
35 5 5.7190657e-05
35 6 0.15110025
35 7 0.91416603
35 8 1.6134849
35 9 0.10715556
35 10 0.85395706
35 11 -0.10878457
35 12 0.9084505
35 13 0.116398335
35 14 0.35810485
35 15 0.926438
36 0 1.121541
36 1 0.019327134
36 2 0.7765877
36 3 2.109882
36 4 1.0286382
36 5 0.80582815
36 6 0.9264444
36 7 1.1140842
36 8 0.8223996
36 9 0.8012064
36 10 1.1070764
36 11 -0.08507471
36 12 1.1633608
36 13 0.5134858
36 14 0.17637533
36 15 0.6145767
37 0 0.26858053
37 1 0.9971192
37 2 0.91845727
37 3 1.3216978
37 4 0.35284683
37 5 0.94787127
37 6 0.9278056
37 7 0.9342047
37 8 1.4853462
37 9 0.04554826
37 10 0.9035151
37 11 -0.0803708
37 12 1.2470601
37 13 0.6389976
37 14 1.0785099
37 15 1.3720136
38 0 0.24940035
38 1 0.05945441
38 2 0.01986742
38 3 2.4443843
38 4 0.10985622
38 5 0.057695985
38 6 0.28554967
38 7 1.0237614
38 8 1.5653732
38 9 0.08678168
38 10 0.92367625
38 11 -0.09694691
38 12 0.9592986
38 13 0.04906273
38 14 0.3994639
38 15 1.0868845
39 0 0.11219761
39 1 0.26192045
39 2 -8.255243e-06
39 3 2.596303
39 4 0.20640355
39 5 6.446242e-05
39 6 0.02722758
39 7 1.0550832
39 8 1.4200743
39 9 0.048404396
39 10 0.93045557
39 11 -0.07711164
39 12 0.76370245
39 13 0.05274582
39 14 0.31037968
39 15 0.9989352
40 0 0.18553919
40 1 0.9471116
40 2 0.64375794
40 3 2.2990134
40 4 0.9797801
40 5 0.5551187
40 6 0.0007336736
40 7 0.14039817
40 8 0.8560996
40 9 0.7964307
40 10 0.07599208
40 11 -0.08044825
40 12 1.0771933
40 13 0.6811234
40 14 0.82856447
40 15 0.5941391
41 0 0.81901073
41 1 0.34612906
41 2 0.16278401
41 3 1.5230674
41 4 0.28334692
41 5 0.19880603
41 6 0.8582968
41 7 0.3423624
41 8 1.4142859
41 9 0.7940794
41 10 0.34219384
41 11 -0.044404723
41 12 1.8140241
41 13 0.8260139
41 14 0.9636873
41 15 0.63011724
42 0 0.1677205
42 1 0.9979913
42 2 0.75484645
42 3 2.3282123
42 4 0.8274652
42 5 0.77430576
42 6 0.049628258
42 7 0.22942781
42 8 0.75107235
42 9 0.648389
42 10 0.14755279
42 11 -0.080145776
42 12 0.96261406
42 13 0.6384332
42 14 0.89509314
42 15 0.5663917
43 0 0.9484068
43 1 0.23168138
43 2 -1.552701e-05
43 3 1.5436736
43 4 0.21996874
43 5 3.629923e-05
43 6 0.803475
43 7 0.11707708
43 8 1.6394459
43 9 0.96113026
43 10 0.16365066
43 11 -0.059763882
43 12 1.9475186
43 13 1.0121691
43 14 1.2318308
43 15 0.436746
44 0 0.29088542
44 1 1.0079381
44 2 0.97037756
44 3 1.3789562
44 4 0.27117127
44 5 0.9674815
44 6 0.9090413
44 7 1.0988643
44 8 1.5261319
44 9 0.114272654
44 10 0.9616144
44 11 -0.08702935
44 12 1.0400659
44 13 0.6798836
44 14 0.9848031
44 15 1.3811541
45 0 1.0459081
45 1 0.1315195
45 2 0.12296125
45 3 1.5248333
45 4 0.16969791
45 5 0.17973109
45 6 1.0059817
45 7 0.38995406
45 8 1.5495819
45 9 0.88107276
45 10 0.45678747
45 11 -0.07141465
45 12 1.9343572
45 13 0.80505204
45 14 0.9915916
45 15 0.53572726
46 0 0.9141998
46 1 0.3825387
46 2 0.13774963
46 3 1.4472128
46 4 0.20980725
46 5 0.17324804
46 6 0.9193591
46 7 0.2747774
46 8 1.5450883
46 9 0.7035344
46 10 0.29300117
46 11 -0.033554453
46 12 1.8196708
46 13 0.96169
46 14 1.078294
46 15 0.44253278
47 0 1.111341
47 1 0.11441505
47 2 0.983809
47 3 1.9278729
47 4 1.0275178
47 5 0.91276294
47 6 0.89295423
47 7 1.0956541
47 8 0.9873663
47 9 0.813995
47 10 1.039297
47 11 -0.10616186
47 12 1.327578
47 13 0.68546367
47 14 0.22636259
47 15 0.9048895
48 0 0.11991772
48 1 0.9744178
48 2 0.69811815
48 3 2.1958349
48 4 0.9010152
48 5 0.7430971
48 6 0.14059049
48 7 0.11802828
48 8 0.63407314
48 9 0.86572003
48 10 0.06424132
48 11 -0.03460876
48 12 1.0966346
48 13 0.7887155
48 14 1.0684147
48 15 0.40096873
49 0 0.03203869
49 1 0.13285834
49 2 -0.015117675
49 3 2.5956066
49 4 0.06668967
49 5 -0.009714514
49 6 0.002021253
49 7 0.8839812
49 8 1.6079063
49 9 0.05701661
49 10 0.8059442
49 11 -0.10720371
49 12 0.81646913
49 13 0.07858446
49 14 0.43419477
49 15 1.0212444
50 0 0.1382435
50 1 0.12502676
50 2 -3.3944845e-05
50 3 2.56901
50 4 0.059109062
50 5 -0.012540251
50 6 0.0980711
50 7 1.0514128
50 8 1.4773769
50 9 1.9967556e-06
50 10 0.9727868
50 11 -0.08080975
50 12 0.7615389
50 13 0.031972706
50 14 0.38757718
50 15 1.041852
51 0 0.20800424
51 1 0.8145815
51 2 0.5846715
51 3 2.3875415
51 4 0.7011025
51 5 0.553903
51 6 0.11305839
51 7 0.25896135
51 8 0.92635417
51 9 0.74639684
51 10 0.19656289
51 11 -0.07020033
51 12 1.0644803
51 13 0.6328182
51 14 0.88026476
51 15 0.60002255
52 0 0.19356844
52 1 0.94212925
52 2 0.8348962
52 3 1.3216963
52 4 0.080917686
52 5 0.8940812
52 6 0.8931953
52 7 0.93994576
52 8 1.5997887
52 9 0.1113981
52 10 0.93142986
52 11 -0.062454097
52 12 1.181841
52 13 0.8948918
52 14 1.1090463
52 15 1.2238292
53 0 0.02046585
53 1 0.9660573
53 2 0.67341053
53 3 2.643071
53 4 0.97600234
53 5 0.6726904
53 6 1.4781952e-05
53 7 0.108640164
53 8 0.6455088
53 9 0.622747
53 10 -2.2649765e-06
53 11 -0.043382194
53 12 0.7012471
53 13 0.7127108
53 14 0.9759146
53 15 0.4218997
54 0 0.3276873
54 1 0.9682411
54 2 0.9451376
54 3 1.2412502
54 4 0.29251716
54 5 0.87009096
54 6 0.85200626
54 7 0.84392405
54 8 1.69045
54 9 0.070146054
54 10 0.81982255
54 11 -0.10844516
54 12 1.2803739
54 13 0.7240069
54 14 0.9660493
54 15 1.4125259
55 0 0.7401632
55 1 0.24155149
55 2 2.3543835e-06
55 3 1.8719904
55 4 0.033777684
55 5 4.3302774e-05
55 6 0.7560127
55 7 0.16195261
55 8 1.5491794
55 9 0.83223355
55 10 0.20915571
55 11 -0.07242913
55 12 1.7789447
55 13 0.9061012
55 14 1.168142
55 15 0.33331668
56 0 1.0749519
56 1 0.116755605
56 2 0.7518031
56 3 2.1283877
56 4 0.8117771
56 5 0.76227796
56 6 0.8203511
56 7 1.0692042
56 8 0.69013333
56 9 0.8821646
56 10 0.932438
56 11 -0.08388308
56 12 1.1335245
56 13 0.67429996
56 14 0.19859913
56 15 0.5645449
57 0 0.85806113
57 1 0.17542389
57 2 0.08180004
57 3 1.7097331
57 4 0.12446222
57 5 0.13968101
57 6 0.9441586
57 7 0.37241656
57 8 1.4704428
57 9 0.7738084
57 10 0.43561593
57 11 -0.07888416
57 12 1.8207489
57 13 0.8913135
57 14 1.0881704
57 15 0.4854391
58 0 1.2962363
58 1 -0.024473816
58 2 0.7927662
58 3 2.1467566
58 4 0.9508084
58 5 0.8458389
58 6 1.186308
58 7 1.1730763
58 8 0.6406137
58 9 1.0689175
58 10 1.1655558
58 11 -0.09678693
58 12 1.2631234
58 13 0.7269386
58 14 0.17247215
58 15 0.2916491
59 0 0.19720036
59 1 0.8558071
59 2 0.53285545
59 3 2.2368174
59 4 0.70473105
59 5 0.56271017
59 6 0.13508013
59 7 0.3033819
59 8 0.9090173
59 9 0.6518071
59 10 0.18536997
59 11 -0.0683009
59 12 1.0500367
59 13 0.6657134
59 14 0.9660324
59 15 0.564258
60 0 0.23758125
60 1 0.86478543
60 2 0.68692255
60 3 2.172451
60 4 0.8511894
60 5 0.63385487
60 6 0.061457604
60 7 0.03501314
60 8 0.9475212
60 9 0.91072166
60 10 0.02021274
60 11 -0.06848846
60 12 1.2963463
60 13 0.78651863
60 14 1.0724269
60 15 0.55863637
61 0 -0.03539765
61 1 0.6901789
61 2 0.24204631
61 3 3.135513
61 4 0.5018559
61 5 0.22212453
61 6 -0.23655915
61 7 0.5266273
61 8 1.1843123
61 9 0.13422614
61 10 0.41758353
61 11 -0.05508492
61 12 0.3562286
61 13 0.30698258
61 14 0.59561723
61 15 0.9002983
62 0 1.1754794
62 1 1.3321638e-05
62 2 0.6718212
62 3 2.145852
62 4 0.6107476
62 5 0.79910994
62 6 1.1112545
62 7 1.2195826
62 8 0.61911124
62 9 0.823461
62 10 1.1137887
62 11 -0.07321175
62 12 1.179346
62 13 0.7404605
62 14 0.20785472
62 15 0.31126353
63 0 0.23597938
63 1 1.0075847
63 2 0.96413684
63 3 1.3712876
63 4 0.3860421
63 5 0.94006187
63 6 0.8045179
63 7 1.0699207
63 8 1.4798312
63 9 0.058047205
63 10 0.8782867
63 11 -0.08154983
63 12 0.9337499
63 13 0.73794997
63 14 1.0461029
63 15 1.4298156
64 0 0.2594181
64 1 0.92754257
64 2 0.91735554
64 3 1.3736238
64 4 0.317981
64 5 0.95368457
64 6 0.8775883
64 7 1.0439839
64 8 1.4902523
64 9 0.08510649
64 10 0.91853976
64 11 -0.08021493
64 12 1.0048659
64 13 0.838475
64 14 0.9890325
64 15 1.3480197
65 0 0.90315706
65 1 0.14607802
65 2 1.1533499e-05
65 3 1.4846439
65 4 0.00017997622
65 5 0.026302993
65 6 0.97450686
65 7 0.2610347
65 8 1.5829387
65 9 0.78614336
65 10 0.21417657
65 11 -0.06379813
65 12 1.6909891
65 13 0.976138
65 14 1.1707577
65 15 0.33508167
66 0 0.08032292
66 1 0.17267942
66 2 -0.021634221
66 3 2.5098603
66 4 0.059461147
66 5 -0.012890846
66 6 0.05736813
66 7 0.80128103
66 8 1.5852185
66 9 0.09252861
66 10 0.7049731
66 11 -0.09903055
66 12 0.9370361
66 13 0.15556812
66 14 0.5156124
66 15 0.97820115
67 0 0.26129076
67 1 0.108707756
67 2 0.06487262
67 3 2.4197626
67 4 0.15204689
67 5 0.076435655
67 6 0.22518057
67 7 1.1970055
67 8 1.4899087
67 9 0.0699383
67 10 1.0802453
67 11 -0.08777976
67 12 0.94362545
67 13 0.02408868
67 14 0.36010978
67 15 1.119557
68 0 1.2202394
68 1 0.05265397
68 2 0.7587191
68 3 2.0206566
68 4 1.0919523
68 5 0.75281066
68 6 0.888813
68 7 1.1362598
68 8 0.6787907
68 9 0.9174875
68 10 1.0125381
68 11 -0.089655854
68 12 1.0767257
68 13 0.5546682
68 14 0.13233322
68 15 0.57278186
69 0 0.07103664
69 1 0.8900032
69 2 0.65887046
69 3 2.447936
69 4 0.7846831
69 5 0.67353064
69 6 0.14264584
69 7 0.122226894
69 8 0.8669609
69 9 0.8645674
69 10 0.06204939
69 11 -0.0655525
69 12 0.9792104
69 13 0.7601081
69 14 1.0128471
69 15 0.43396944
70 0 1.1483923
70 1 0.10016683
70 2 0.80448866
70 3 2.1823132
70 4 1.0080785
70 5 0.80773354
70 6 0.8036042
70 7 1.046952
70 8 0.76211905
70 9 0.9312588
70 10 0.96729165
70 11 -0.08699501
70 12 1.1862841
70 13 0.59098494
70 14 0.17824942
70 15 0.59231514
71 0 1.0768845
71 1 0.0550856
71 2 2.259016e-05
71 3 1.7205946
71 4 0.07200727
71 5 0.0002362132
71 6 0.7945541
71 7 0.26277956
71 8 1.652982
71 9 0.85833186
71 10 0.3097432
71 11 -0.03727267
71 12 1.9779302
71 13 0.7783252
71 14 0.9314201
71 15 0.6087825
72 0 1.0344374
72 1 0.070536226
72 2 -2.771616e-06
72 3 1.495759
72 4 0.06059432
72 5 0.014008552
72 6 1.1333086
72 7 0.29981175
72 8 1.5658858
72 9 0.89671224
72 10 0.29263157
72 11 -0.050325826
72 12 1.8570803
72 13 0.9224767
72 14 1.0551766
72 15 0.3652809
73 0 0.26271826
73 1 0.89690995
73 2 0.8334502
73 3 1.2709799
73 4 0.068238705
73 5 0.8406541
73 6 1.0078127
73 7 0.93566704
73 8 1.6279106
73 9 0.06248787
73 10 0.9507452
73 11 -0.089826345
73 12 1.2262763
73 13 0.78435445
73 14 1.0938491
73 15 1.2013502
74 0 0.9610884
74 1 0.35598308
74 2 0.53967834
74 3 1.4125733
74 4 1.001444
74 5 0.27012488
74 6 0.14381802
74 7 0.42862087
74 8 1.3828804
74 9 0.78351873
74 10 0.27122405
74 11 -0.05005837
74 12 2.0286274
74 13 0.017847985
74 14 0.25929934
74 15 1.3871377
75 0 0.025364995
75 1 1.1406311
75 2 0.78596306
75 3 2.3979907
75 4 0.92103076
75 5 0.7318347
75 6 1.2755394e-05
75 7 0.11690578
75 8 0.7065184
75 9 0.902645
75 10 0.09850669
75 11 -0.07610071
75 12 0.9669727
75 13 0.93603736
75 14 1.1925409
75 15 0.47560424
76 0 0.9594269
76 1 0.33129644
76 2 0.4563343
76 3 1.4117609
76 4 1.2322736
76 5 0.22435737
76 6 0.027652234
76 7 0.35930443
76 8 1.5651699
76 9 0.80930805
76 10 0.2469598
76 11 -0.07635309
76 12 1.9218466
76 13 -0.037825346
76 14 0.17281094
76 15 1.5041394
77 0 0.08245158
77 1 0.11742321
77 2 -5.2452087e-06
77 3 2.543385
77 4 0.22907011
77 5 4.2527914e-05
77 6 -0.000116825104
77 7 0.9433104
77 8 1.4499071
77 9 0.066447616
77 10 0.7676848
77 11 -0.09281744
77 12 0.83486044
77 13 -1.257658e-05
77 14 0.3068269
77 15 0.98885345
78 0 0.39547217
78 1 1.0248963
78 2 0.99450743
78 3 1.1616154
78 4 0.352997
78 5 0.9426108
78 6 0.91023517
78 7 0.9528832
78 8 1.5762415
78 9 0.044141233
78 10 0.8912059
78 11 -0.096981555
78 12 1.2939166
78 13 0.81972843
78 14 0.895572
78 15 1.4212356
79 0 0.15736347
79 1 1.0033644
79 2 0.6564081
79 3 2.291227
79 4 0.87104106
79 5 0.64910614
79 6 0.018324316
79 7 0.051855087
79 8 0.69469196
79 9 0.9609246
79 10 0.005819857
79 11 -0.02773485
79 12 1.1383836
79 13 0.83388054
79 14 1.1761727
79 15 0.39218113
80 0 1.0940771
80 1 0.043040365
80 2 0.7629609
80 3 2.2186058
80 4 0.84261847
80 5 0.7983923
80 6 0.969525
80 7 1.0952188
80 8 0.7817652
80 9 0.7256911
80 10 1.0109477
80 11 -0.09422665
80 12 0.99593824
80 13 0.6259047
80 14 0.2569998
80 15 0.5355284
81 0 0.91438425
81 1 0.1527364
81 2 0.10773113
81 3 1.6800276
81 4 0.19040391
81 5 0.10003695
81 6 1.0099506
81 7 0.2864283
81 8 1.5557678
81 9 0.8297018
81 10 0.355707
81 11 -0.08091267
81 12 1.7694635
81 13 0.8795066
81 14 0.9970432
81 15 0.49793386
82 0 0.8686691
82 1 0.098718256
82 2 0.048721522
82 3 1.581488
82 4 0.11357367
82 5 0.08411318
82 6 0.8055384
82 7 0.23767596
82 8 1.6193047
82 9 0.7798959
82 10 0.2906575
82 11 -0.034939907
82 12 1.8265252
82 13 0.7439593
82 14 0.98900354
82 15 0.55085427
83 0 1.0465533
83 1 0.32776433
83 2 1.1140505
83 3 2.1445308
83 4 1.1774497
83 5 1.113693
83 6 1.0805557
83 7 1.2683969
83 8 0.82614565
83 9 0.9251231
83 10 1.2120261
83 11 -0.121081576
83 12 0.951636
83 13 0.8156092
83 14 0.32257056
83 15 0.72678274
84 0 1.2039006
84 1 0.00021675229
84 2 0.79678833
84 3 1.9201158
84 4 1.0144176
84 5 0.8034961
84 6 0.97404444
84 7 1.0771308
84 8 0.71740514
84 9 0.8081231
84 10 1.0044056
84 11 -0.07816972
84 12 1.20648
84 13 0.521938
84 14 0.13337073
84 15 0.61108565
85 0 0.9639754
85 1 0.26688182
85 2 0.44398963
85 3 1.578675
85 4 1.0762905
85 5 0.20715795
85 6 0.036491126
85 7 0.20393679
85 8 1.2871823
85 9 0.86620164
85 10 0.13408405
85 11 -0.075109124
85 12 1.872781
85 13 -1.21593475e-05
85 14 0.081896245
85 15 1.2687654
86 0 1.0593622
86 1 0.10962126
86 2 0.72414136
86 3 2.0714593
86 4 0.68977433
86 5 0.8259535
86 6 1.1258042
