2708 16
14 1 0.31854582
14 2 1.1524957
14 3 1.345041
14 4 -0.08558533
14 5 0.95753074
14 6 0.8883271
14 7 0.9893644
14 8 1.1149628
14 9 0.83635885
14 10 0.7727937
14 11 0.82918644
14 12 0.4930551
14 13 0.8344012
14 14 0.55508465
14 15 0.43835393
15 0 1.0993721
15 1 0.2633117
15 2 1.2022692
15 3 0.859898
15 4 -0.07684652
15 5 0.7947226
15 6 0.91096747
15 7 1.1914243
15 8 1.2775717
15 9 1.0055029
15 10 0.93409336
15 11 0.6383781
15 12 0.23196721
15 13 1.0270964
15 14 0.30433393
15 15 0.20273677
16 0 0.02804333
16 1 1.5302386
16 2 0.22297478
16 3 0.07775003
16 4 -0.04655939
16 5 1.0684779
16 6 0.23086822
16 7 1.2312629
16 8 1.1998407
16 9 1.2809503
16 10 1.6156342
16 11 0.72207254
16 12 0.32709783
16 13 0.09821573
16 14 0.49691576
16 15 0.36289638
17 0 1.2540463
17 1 0.1024304
17 2 1.1450903
17 3 1.322453
17 4 -0.05653204
17 5 1.2939515
17 6 1.2219491
17 7 1.448131
17 8 1.6381285
17 9 1.1074159
17 10 0.5750035
17 11 0.4628927
17 12 0.005388558
17 13 0.9033536
17 14 0.020481348
17 15 0.007765591
18 0 -0.040549994
18 1 0.30418187
18 2 -0.07887989
18 3 1.2592621
18 4 -0.095472306
18 5 1.3937454
18 6 0.09833047
18 7 1.4992934
18 8 1.1490937
18 9 0.2630972
18 10 1.7651031
18 11 1.5413015
18 12 0.58796346
18 13 0.16266274
18 14 1.2621543
18 15 0.49885973
19 0 1.1116797
19 1 0.34490263
19 2 1.3148597
19 3 1.0757422
19 4 -0.0498591
19 5 0.8765931
19 6 1.0784357
19 7 1.3450148
19 8 1.2375506
19 9 0.9733988
19 10 0.67068064
19 11 0.77527165
19 12 0.1994122
19 13 1.0256314
19 14 0.45818767
19 15 0.2953011
20 0 1.2468059
20 1 0.15863603
20 2 0.6178131
20 3 0.40610254
20 4 -0.069195166
20 5 0.55130404
20 6 -0.045549393
20 7 0.51474094
20 8 0.50227916
20 9 0.028000355
20 10 1.8355964
20 11 0.7766051
20 12 1.0892785
20 13 1.0055267
20 14 1.2372184
20 15 1.0665619
21 0 0.99448085
21 1 0.02458924
21 2 1.152607
21 3 1.1231626
21 4 -0.053646408
21 5 0.48433644
21 6 1.0917482
21 7 1.3307272
21 8 1.270881
21 9 0.6590189
21 10 1.0662678
21 11 0.98920274
21 12 0.13443619
21 13 1.151746
21 14 0.6179874
21 15 0.19216952
22 0 1.0190451
22 1 1.0399415
22 2 0.852254
22 3 1.1401044
22 4 -0.09981635
22 5 1.2094488
22 6 0.77491844
22 7 0.26887596
22 8 0.40886462
22 9 0.87919396
22 10 0.72212565
22 11 0.55562663
22 12 1.1449087
22 13 0.3227648
22 14 0.4221809
22 15 1.1218491
23 0 1.4318631
23 1 0.56586313
23 2 1.5129218
23 3 0.48166662
23 4 -0.06855209
23 5 0.31409186
23 6 0.16952738
23 7 -8.285046e-06
23 8 1.3471049
23 9 0.27132756
23 10 1.4662129
23 11 1.4962184
23 12 0.116990834
23 13 4.6133995e-05
23 14 0.9464557
23 15 0.05515653
24 0 1.0594926
24 1 0.34140518
24 2 1.1102066
24 3 1.1399212
24 4 -0.06547905
24 5 1.2515681
24 6 1.0560465
24 7 1.2157723
24 8 1.3741908
24 9 1.1539379
24 10 0.60535157
24 11 0.47022063
24 12 0.23437235
24 13 0.97547793
24 14 0.21531653
24 15 0.26359373
25 0 1.0243795
25 1 0.31776744
25 2 1.0783055
25 3 0.8788009
25 4 -0.06150668
25 5 0.7970619
25 6 0.9149828
25 7 1.2226665
25 8 1.2218181
25 9 0.8323273
25 10 0.8927994
25 11 0.73575103
25 12 0.26812539
25 13 0.9213946
25 14 0.39615285
25 15 0.23625436
26 0 1.1170118
26 1 0.82091403
26 2 1.3997657
26 3 0.11138645
26 4 -0.055842884
26 5 0.16207212
26 6 0.1495255
26 7 0.06274259
26 8 1.4607589
26 9 0.27642977
26 10 1.5220517
26 11 1.5369623
26 12 0.13435993
26 13 0.036472708
26 14 1.163019
26 15 0.12919468
27 0 0.9971622
27 1 0.39572173
27 2 1.2535117
27 3 0.98113334
27 4 -0.07655871
27 5 0.6059418
27 6 1.0201578
27 7 1.0495507
27 8 1.3280842
27 9 0.88999605
27 10 0.81370485
27 11 0.9644221
27 12 0.3288856
27 13 0.90386224
27 14 0.685096
27 15 0.3289062
28 0 0.58113843
28 1 1.2836553
28 2 0.48072165
28 3 0.007116616
28 4 -0.049032513
28 5 1.0287274
28 6 -2.5957823e-05
28 7 0.99882674
28 8 1.1498636
28 9 1.1570022
28 10 1.7251396
28 11 0.42776877
28 12 0.29322463
28 13 0.2016981
28 14 0.27433965
28 15 0.38407218
29 0 1.0812981
29 1 1.2550738
29 2 1.124814
29 3 1.152685
29 4 -0.10057825
29 5 1.3416522
29 6 0.9585638
29 7 0.35824415
29 8 0.5318514
29 9 1.1164298
29 10 0.5263566
29 11 0.31303602
29 12 0.9635057
29 13 0.33864823
29 14 0.07709521
29 15 0.78473556
30 0 1.1475463
30 1 0.25458837
30 2 1.4302943
30 3 0.99952185
30 4 -0.06948746
30 5 0.7506126
30 6 1.3211099
30 7 1.1363821
30 8 1.5500546
30 9 1.139235
30 10 0.50955725
30 11 0.86016065
30 12 0.043347836
30 13 1.029854
30 14 0.41372037
30 15 0.051140964
31 0 1.1705468
31 1 0.80021304
31 2 1.2235658
31 3 0.29209495
31 4 -0.07835765
31 5 0.23258495
31 6 0.223683
31 7 0.100838274
31 8 1.4680985
31 9 0.4645564
31 10 1.5521982
31 11 1.4262044
31 12 0.28824994
31 13 5.224347e-05
31 14 0.9541819
31 15 0.31389034
32 0 0.3852561
32 1 1.1542928
32 2 0.88304734
32 3 0.4100807
32 4 -0.07424943
32 5 0.46258366
32 6 0.89325726
32 7 0.5958448
32 8 0.65503085
32 9 0.9781849
32 10 0.9313269
32 11 1.4665618
32 12 0.74219596
32 13 0.69206166
32 14 1.2127386
32 15 0.77442014
33 0 0.91243804
33 1 1.130036
33 2 0.6326555
33 3 1.379556
33 4 -0.11816251
33 5 1.4949043
33 6 0.95062554
33 7 0.5171107
33 8 0.3941454
33 9 0.94383025
33 10 0.73361385
33 11 0.72177786
33 12 1.3140179
33 13 0.5081893
33 14 0.62685454
33 15 1.3141749
34 0 0.27476186
34 1 1.158083
34 2 0.2660992
34 3 0.110016435
34 4 -0.059951182
34 5 1.0484641
34 6 0.15854278
34 7 1.2139771
34 8 1.1644616
34 9 1.1866207
34 10 1.5410254
34 11 0.41575027
34 12 0.17272308
34 13 0.2322043
34 14 0.17332408
34 15 0.27868307
35 0 0.2275106
35 1 1.1954029
35 2 0.82436264
35 3 0.108053684
35 4 -0.072400026
35 5 0.29892394
35 6 1.0058411
35 7 0.58968085
35 8 0.5678733
35 9 1.1013246
35 10 0.7927325
35 11 1.3767114
35 12 0.7344799
35 13 0.59464335
35 14 1.1153946
35 15 0.81830513
36 0 0.40209398
36 1 0.43958202
36 2 0.29271927
36 3 1.0108149
36 4 -0.09494361
36 5 1.0048361
36 6 0.31497258
36 7 1.198689
36 8 1.0464069
36 9 0.24391964
36 10 1.5125926
36 11 1.6110446
36 12 0.7438415
36 13 0.2916819
36 14 1.4552755
36 15 0.65622705
37 0 0.5601988
37 1 0.6278211
37 2 0.6157027
37 3 0.12825358
37 4 -0.07273288
37 5 -1.4662743e-05
37 6 0.8416326
37 7 0.63968194
37 8 0.29640394
37 9 0.6196176
37 10 1.356139
37 11 1.3588879
37 12 1.0794389
37 13 1.2407547
37 14 1.5975654
37 15 1.1599877
38 0 1.110079
38 1 1.0661802
38 2 0.8618089
38 3 1.3799763
38 4 -0.099339396
38 5 1.4700454
38 6 0.7038523
38 7 0.22363597
38 8 0.34856662
38 9 0.89816403
38 10 0.7257445
38 11 0.5126137
38 12 1.1702077
38 13 0.6137863
38 14 0.37798762
38 15 1.1331537
39 0 1.2387326
39 1 1.53497
39 2 1.3062186
39 3 1.0571289
39 4 -0.1214242
39 5 1.2166826
39 6 1.1960018
39 7 -0.0134243965
39 8 0.33613452
39 9 1.2941499
39 10 0.4525261
39 11 0.51640284
39 12 1.2343715
39 13 0.44164437
39 14 0.31327322
39 15 1.2541199
40 0 1.0247023
40 1 0.6613384
40 2 1.1024587
40 3 0.9638182
40 4 -0.07958121
40 5 0.87880737
40 6 1.1173053
40 7 1.0691907
40 8 1.4146836
40 9 1.2024016
40 10 0.6632396
40 11 0.7577339
40 12 0.20229155
40 13 0.84507865
40 14 0.25341544
40 15 0.2333448
41 0 0.97296596
41 1 0.75539434
41 2 1.1836131
41 3 0.20813471
41 4 -0.05944614
41 5 0.25619853
41 6 0.2839569
41 7 0.17484716
41 8 1.4015079
41 9 0.41570255
41 10 1.5414983
41 11 1.3631151
41 12 0.10915187
41 13 0.07954219
41 14 0.91615945
41 15 0.12716195
42 0 1.1633353
42 1 0.77559316
42 2 1.2106975
42 3 0.33669233
42 4 -0.0727611
42 5 0.101252735
42 6 0.23157367
42 7 0.12001124
42 8 1.5083994
42 9 0.037308574
42 10 1.6354996
42 11 1.5938663
42 12 0.009548247
42 13 -0.037531435
42 14 1.151051
42 15 0.018537521
43 0 1.2408309
43 1 1.1134524
43 2 1.1462932
43 3 1.3329484
43 4 -0.10445672
43 5 1.4667176
43 6 0.94160783
43 7 0.4110177
43 8 0.5424328
43 9 1.028141
43 10 0.56654894
43 11 0.46996176
43 12 1.0866772
43 13 0.26556644
43 14 0.2588616
43 15 0.9710137
44 0 1.4230168
44 1 0.40073296
44 2 1.4611768
44 3 0.659662
44 4 -0.06649248
44 5 0.6403997
44 6 0.8640575
44 7 1.1321361
44 8 1.3405554
44 9 0.8937464
44 10 1.0650427
44 11 0.629464
44 12 0.43471974
44 13 1.0937091
44 14 0.4976971
44 15 0.32117775
45 0 1.0692973
45 1 0.5190046
45 2 1.1643162
45 3 0.9974257
45 4 -0.082323454
45 5 0.95165056
45 6 0.94593275
45 7 1.074667
45 8 1.1924022
45 9 1.0016068
45 10 0.83650994
45 11 0.79094476
45 12 0.25931418
45 13 0.67914486
45 14 0.40071377
45 15 0.22694594
46 0 0.38041115
46 1 1.2607625
46 2 0.2805222
46 3 0.20574456
46 4 -0.056833915
46 5 1.1253892
46 6 0.1210005
46 7 0.96514773
46 8 0.95916027
46 9 1.0712521
46 10 1.6801679
46 11 0.55463487
46 12 0.4000188
46 13 0.018826425
46 14 0.30284393
46 15 0.4533047
47 0 1.4060804
47 1 0.38185018
47 2 0.69334024
47 3 0.29523203
47 4 -0.061775513
47 5 0.395287
47 6 -0.1670779
47 7 0.34062412
47 8 0.50280535
47 9 0.2939796
47 10 1.8982841
47 11 0.59762
47 12 1.0976181
47 13 0.98056114
47 14 0.91990846
47 15 1.0555161
48 0 1.4214954
48 1 0.83078027
48 2 1.545028
48 3 1.3529049
48 4 -0.09550759
48 5 1.2065414
48 6 1.2434533
48 7 0.94079435
48 8 1.2289147
48 9 1.4602534
48 10 0.587049
48 11 0.36129114
48 12 0.40572998
48 13 1.1079587
48 14 -0.049460173
48 15 0.3525234
49 0 0.9950867
49 1 1.2714183
49 2 0.9225633
49 3 1.0801388
49 4 -0.077959605
49 5 1.2114073
49 6 0.7898067
49 7 0.05518496
49 8 0.40378007
49 9 0.9698783
49 10 0.63869566
49 11 0.59073794
49 12 1.074024
49 13 0.34408304
49 14 0.2841066
49 15 1.1041833
50 0 0.9972962
50 1 0.4181503
50 2 0.509491
50 3 0.2863592
50 4 -0.036007382
50 5 0.34021467
50 6 0.12725979
50 7 0.47409892
50 8 0.51488304
50 9 0.2694814
50 10 1.636244
50 11 0.91448766
50 12 1.0463216
50 13 1.0345867
50 14 1.0670525
50 15 1.0218722
51 0 0.9546306
51 1 0.5481087
51 2 1.0194618
51 3 0.9471539
51 4 -0.084076844
51 5 0.8955627
51 6 0.95592904
51 7 1.2889166
51 8 1.3572423
51 9 1.1055497
51 10 1.1791757
51 11 0.7656643
51 12 0.19507822
51 13 0.9900416
51 14 0.52474403
51 15 0.20660448
52 0 0.009880006
52 1 1.1202388
52 2 0.62461394
52 3 0.340388
52 4 -0.08780233
52 5 0.26545045
52 6 1.2627466
52 7 1.2987764
52 8 0.8736347
52 9 1.1163052
52 10 0.81963
52 11 1.6381826
52 12 0.42798117
52 13 0.80675554
52 14 1.3405204
52 15 0.58060557
53 0 0.46068376
53 1 1.0371026
53 2 0.5533948
53 3 0.42249724
53 4 -0.06282871
53 5 0.9766597
53 6 0.24398163
53 7 1.0205454
53 8 1.2258694
53 9 0.95376146
53 10 1.4730604
53 11 0.67278254
53 12 0.2652473
53 13 0.14198096
53 14 0.36830556
53 15 0.25017208
54 0 0.046982646
54 1 0.30537963
54 2 0.14249924
54 3 1.1625783
54 4 -0.09485842
54 5 0.99311984
54 6 0.42093617
54 7 1.393394
54 8 1.1400158
54 9 0.20605057
54 10 1.3606274
54 11 1.702718
54 12 0.38929325
54 13 0.3858234
54 14 1.4463217
54 15 0.35712275
55 0 0.7919354
55 1 1.696789
55 2 1.3212357
55 3 0.82880795
55 4 -0.07732337
55 5 0.9828813
55 6 1.2205331
55 7 0.38212273
55 8 0.49043876
55 9 1.5192883
55 10 0.6125849
55 11 1.0038675
55 12 1.0423696
55 13 0.7923124
55 14 0.67784494
55 15 1.0616801
56 0 1.1392238
56 1 0.9610919
56 2 1.1951692
56 3 0.05662018
56 4 -0.07210493
56 5 0.2609626
56 6 0.28848588
56 7 0.060486972
56 8 1.4194725
56 9 0.37100008
56 10 1.6084504
56 11 1.5859694
56 12 0.096339494
56 13 0.01159814
56 14 1.0585563
56 15 0.18702495
57 0 1.0584755
57 1 0.45708084
57 2 1.3475058
57 3 1.1719964
57 4 -0.07487965
57 5 0.8124655
57 6 1.2139571
57 7 1.2269087
57 8 1.353955
57 9 0.9865098
57 10 0.5258509
57 11 0.6916621
57 12 0.07843241
57 13 0.91061676
57 14 0.30102184
57 15 0.059676826
58 0 0.2257688
58 1 1.2916695
58 2 0.007819235
58 3 0.0009971857
58 4 -0.062372945
58 5 1.3211395
58 6 0.0019203722
58 7 1.1805525
58 8 0.8247839
58 9 1.1410961
58 10 1.7023072
58 11 0.291588
58 12 0.54086214
58 13 0.127931
58 14 0.09778845
58 15 0.50594556
59 0 0.3013791
59 1 1.586287
59 2 0.47806907
59 3 -0.099322855
59 4 -0.060086828
59 5 0.9044122
59 6 0.15711457
59 7 1.1313908
59 8 1.1145959
59 9 1.4188855
59 10 1.8596845
59 11 0.82105
59 12 0.33941966
59 13 0.24405366
59 14 0.6061176
59 15 0.38467148
60 0 0.524904
60 1 1.0535927
60 2 0.75448763
60 3 0.44700965
60 4 -0.074603975
60 5 0.5329238
60 6 0.87576914
60 7 0.6410014
60 8 0.5158303
60 9 1.0447762
60 10 1.0207437
60 11 1.0866091
60 12 0.8690772
60 13 0.8456916
60 14 1.0341322
60 15 0.92336524
61 0 0.38511008
61 1 1.0020201
61 2 0.9687009
61 3 0.4657386
61 4 -0.07027162
61 5 0.37597334
61 6 1.1431055
61 7 0.7256659
61 8 0.7929521
61 9 1.0124017
61 10 0.6308286
61 11 1.485851
61 12 0.5394453
61 13 0.87982535
61 14 1.1091448
61 15 0.5987543
62 0 0.17992753
62 1 1.0994017
62 2 0.61456305
62 3 0.16459316
62 4 -0.034725484
62 5 0.39172485
62 6 0.845487
62 7 0.7875872
62 8 0.3451871
62 9 0.99525857
62 10 0.9109319
62 11 1.4233207
62 12 0.83918065
62 13 0.81668186
62 14 1.3419429
62 15 0.98722893
63 0 0.897631
63 1 1.5305374
63 2 0.98869514
63 3 0.91391236
63 4 -0.098918065
63 5 1.2561266
63 6 0.8580431
63 7 0.120932996
63 8 0.5262683
63 9 1.1845706
63 10 0.78752065
63 11 0.47417566
63 12 0.93669903
63 13 0.32170242
63 14 0.28333807
63 15 0.9644487
64 0 0.39834428
64 1 1.3631039
64 2 0.26233172
64 3 0.020912051
64 4 -0.05050349
64 5 1.0360873
64 6 -0.10165733
64 7 0.9104414
64 8 1.0731486
64 9 1.1909399
64 10 1.8369339
64 11 0.36027405
64 12 0.50310934
64 13 0.19386272
64 14 0.27344742
64 15 0.49299684
65 0 0.274302
65 1 1.5669029
65 2 1.338144
65 3 0.37286997
65 4 -0.0823161
65 5 0.37874547
65 6 1.4069419
65 7 0.811013
65 8 0.5962812
65 9 1.4406834
65 10 0.53834176
65 11 1.3900306
65 12 0.6474748
65 13 1.1413678
65 14 1.2787201
65 15 0.83806133
66 0 1.0851898
66 1 1.3045318
66 2 1.0373095
66 3 0.95888495
66 4 -0.08820173
66 5 1.4621472
66 6 0.5153532
66 7 0.4117487
66 8 0.44045103
66 9 1.3021221
66 10 0.92079896
66 11 0.09245229
66 12 1.0061786
66 13 0.42406234
66 14 0.030744433
66 15 1.0314138
67 0 1.2166376
67 1 0.31307453
67 2 0.65148544
67 3 0.3947004
67 4 -0.056576442
67 5 0.46319076
67 6 0.13846824
67 7 0.43441844
67 8 0.514322
67 9 0.22764307
67 10 1.6772095
67 11 0.7642679
67 12 1.021535
67 13 0.9573556
67 14 1.0592933
67 15 0.9620488
68 0 0.3042695
68 1 1.1964693
68 2 0.37348545
68 3 0.20453319
68 4 -0.072077386
68 5 0.9321811
68 6 0.36979553
68 7 1.0222638
68 8 1.0366523
68 9 1.1548207
68 10 1.367483
68 11 0.5535292
68 12 0.31852344
68 13 0.25051847
68 14 0.32537657
68 15 0.345906
69 0 1.1636801
69 1 0.6538161
69 2 1.2211099
69 3 0.38636166
69 4 -0.069068156
69 5 0.2788065
69 6 0.2914912
69 7 0.16682953
69 8 1.3456852
69 9 0.26991996
69 10 1.5093751
69 11 1.3489139
69 12 0.21080524
69 13 0.04795003
69 14 0.98131216
69 15 0.20295504
70 0 1.1495516
70 1 0.31025216
70 2 0.69321793
70 3 0.33371368
70 4 -0.072922595
70 5 0.26258785
70 6 0.26257977
70 7 0.28964755
70 8 0.4354819
70 9 0.30619854
70 10 1.5136926
70 11 0.7649752
70 12 1.134819
70 13 1.0724053
70 14 1.0539243
70 15 1.0800115
71 0 0.3936116
71 1 1.2926003
71 2 0.5907415
71 3 0.29391405
71 4 -0.08275905
71 5 1.1178286
71 6 0.13155025
71 7 1.0285184
71 8 1.2071652
71 9 1.1463827
71 10 1.5447035
71 11 0.656288
71 12 0.280962
71 13 0.10843381
71 14 0.367617
71 15 0.3035159
72 0 0.43839863
72 1 1.1444769
72 2 0.40829864
72 3 0.29281276
72 4 -0.063456416
72 5 0.9568292
72 6 0.18403098
72 7 0.9096821
72 8 1.2099458
72 9 1.0166216
72 10 1.5861232
72 11 0.28346628
72 12 0.16190323
72 13 0.10482973
72 14 0.22229543
72 15 0.28360605
73 0 0.33921131
73 1 1.190875
73 2 0.28418893
73 3 0.25339177
73 4 -0.057365198
73 5 1.1941596
73 6 0.15135166
73 7 1.3940992
73 8 1.0950478
73 9 1.1445827
73 10 1.8412939
73 11 0.67349094
73 12 0.52832186
73 13 0.3145208
73 14 0.47478223
73 15 0.5074848
74 0 0.49338245
74 1 1.1507627
74 2 1.1235108
74 3 0.20563874
74 4 -0.06871421
74 5 0.27516764
74 6 1.0925665
74 7 0.608277
74 8 0.71660584
74 9 1.1015968
74 10 0.87433386
74 11 1.5533118
74 12 0.7089778
74 13 0.7405616
74 14 1.123131
74 15 0.7695316
75 0 1.3427634
75 1 1.3724866
75 2 1.29965
75 3 0.9324237
75 4 -0.067995846
75 5 1.0935724
75 6 0.91117615
75 7 0.010558188
75 8 0.5818327
75 9 1.1243665
75 10 0.6547555
75 11 0.59915197
75 12 0.94407487
75 13 0.11464992
75 14 0.18211377
75 15 0.9589131
76 0 1.0115399
76 1 0.49021012
76 2 0.6316629
76 3 0.26270714
76 4 -0.06473
76 5 0.50005764
76 6 0.14344889
76 7 0.27404392
76 8 0.47621864
76 9 0.43328407
76 10 1.5729077
76 11 0.7280421
76 12 1.0354137
76 13 0.8256067
76 14 0.9058587
76 15 1.0267037
77 0 1.0808299
77 1 0.7111636
77 2 1.3941206
77 3 0.3169863
77 4 -0.07768994
77 5 0.15636247
77 6 0.35815406
77 7 -6.556511e-07
77 8 1.3491672
77 9 0.38293082
77 10 1.5379844
77 11 1.5832627
77 12 0.11830258
77 13 0.020666212
77 14 1.1820167
77 15 0.17440414
78 0 1.1606164
78 1 1.5247501
78 2 1.2073913
78 3 1.10593
78 4 -0.11210911
78 5 1.3223205
78 6 1.0412272
78 7 0.32420492
78 8 0.3465523
78 9 1.2610576
78 10 0.5440824
78 11 0.7108949
78 12 1.2422101
78 13 0.41078544
78 14 0.36383626
78 15 1.1284518
79 0 0.19850895
79 1 0.9534087
79 2 0.8532018
79 3 0.2828913
79 4 -0.08149182
79 5 0.3364167
79 6 1.0747331
79 7 0.71456873
79 8 0.5692997
79 9 0.9809832
79 10 0.77275
79 11 1.5251174
79 12 0.7734183
79 13 0.9061067
79 14 1.2975528
79 15 0.8612967
80 0 0.180433
80 1 1.2171426
80 2 1.0695345
80 3 0.26607597
80 4 -0.059761465
80 5 0.19353867
80 6 1.3381188
80 7 0.46684965
80 8 0.6721093
80 9 1.0537915
80 10 0.53397757
80 11 1.6404028
80 12 0.71308917
80 13 0.7844556
80 14 1.3736358
80 15 0.8259512
81 0 0.34294617
81 1 1.0651078
81 2 0.99137485
81 3 0.46438646
81 4 -0.08121241
81 5 0.22303492
81 6 1.2050018
81 7 0.5828654
81 8 0.6841574
81 9 0.8966235
81 10 0.6941143
81 11 1.5363333
81 12 0.70929885
81 13 0.8554925
81 14 1.1795098
81 15 0.72556883
82 0 1.2198081
82 1 1.3454744
82 2 1.0832204
82 3 0.9213229
82 4 -0.1087962
82 5 1.1119343
82 6 0.90138996
82 7 0.07164633
82 8 0.3824434
82 9 1.2376432
82 10 0.510082
82 11 0.42580986
82 12 1.039372
82 13 0.39489365
82 14 0.119092405
82 15 1.0638468
83 0 0.37237388
83 1 1.1679914
83 2 0.3961683
83 3 0.3475961
83 4 -0.049737625
83 5 1.2283981
83 6 0.23320618
83 7 1.1124349
83 8 1.1960902
83 9 1.142652
83 10 1.5905914
83 11 0.59514934
83 12 0.2956716
83 13 0.12148929
83 14 0.36032805
83 15 0.32703418
84 0 1.2105197
84 1 1.0895637
84 2 0.97122717
84 3 0.7514168
84 4 -0.07648912
84 5 0.964921
84 6 0.62008107
84 7 0.04420024
84 8 0.5943106
84 9 0.71189666
84 10 0.9907659
84 11 0.6674447
84 12 0.94617873
84 13 0.16861935
84 14 0.45371553
84 15 0.95448196
85 0 -0.030171275
85 1 0.630779
85 2 -0.0014491677
85 3 0.9647833
85 4 -0.101660386
85 5 1.045505
85 6 0.529593
85 7 1.4217076
85 8 1.0576212
85 9 0.3810712
85 10 1.3296834
85 11 1.7741199
85 12 0.52228695
85 13 0.055274338
85 14 1.4877871
85 15 0.50237054
86 0 0.9689804
86 1 1.1523558
86 2 0.8949927
86 3 1.0308596
86 4 -0.08290698
86 5 1.0496913
86 6 0.74037564
86 7 0.1589638
86 8 0.4523212
86 9 0.95849276
86 10 0.8037442
86 11 0.7607876
86 12 1.0949874
86 13 0.38929325
86 14 0.4808399
86 15 1.0745301
87 0 1.2315623
87 1 0.88575345
