3327 16
10 9 0.7534065
10 10 0.85392463
10 11 -0.067394994
10 12 0.7279377
10 13 0.6948207
10 14 0.57580864
10 15 0.14266515
11 0 0.13831016
11 1 0.07804674
11 2 -0.078870855
11 3 2.2510362
11 4 0.12620434
11 5 0.033076167
11 6 0.69877577
11 7 0.16922155
11 8 1.736731
11 9 0.09093246
11 10 -4.23193e-06
11 11 -0.07269236
11 12 0.077328205
11 13 0.15120974
11 14 0.7424166
11 15 0.15489471
12 0 0.3196386
12 1 0.54156077
12 2 -0.057977647
12 3 1.7102885
12 4 0.6467434
12 5 1.2909467
12 6 0.045841217
12 7 0.32100892
12 8 1.3297329
12 9 1.1759342
12 10 0.67963564
12 11 -0.04693646
12 12 0.53643984
12 13 1.2449666
12 14 0.45589107
12 15 0.87720954
13 0 0.8739829
13 1 0.8418495
13 2 -0.041206952
13 3 1.3924052
13 4 0.12615459
13 5 0.88184977
13 6 0.371194
13 7 0.08352044
13 8 0.9789302
13 9 0.03002049
13 10 0.91869545
13 11 -0.06379739
13 12 0.054977417
13 13 0.23323104
13 14 1.5723388
13 15 1.018432
14 0 0.8768293
14 1 0.047044903
14 2 -0.06552664
14 3 1.1464232
14 4 0.14942251
14 5 0.8363347
14 6 0.4500654
14 7 0.7354972
14 8 1.6051033
14 9 0.771811
14 10 0.8492095
14 11 -0.065007694
14 12 0.85418546
14 13 0.7829547
14 14 0.66344184
14 15 0.29720193
15 0 0.49598217
15 1 0.81920886
15 2 -0.105365925
15 3 1.2696764
15 4 0.8772851
15 5 0.036525846
15 6 1.266112
15 7 0.24944326
15 8 0.84601706
15 9 0.13396314
15 10 0.8932508
15 11 -0.0685149
15 12 0.86305773
15 13 0.89057446
15 14 1.4079523
15 15 0.12237799
16 0 1.045249
16 1 0.1794171
16 2 -0.04762833
16 3 1.0133142
16 4 0.19079456
16 5 0.876948
16 6 0.53121865
16 7 0.7897055
16 8 1.4608964
16 9 0.6908626
16 10 0.95332897
16 11 -0.0872121
16 12 0.80013484
16 13 0.7932042
16 14 0.75400114
16 15 0.2021967
17 0 0.15657207
17 1 0.04680589
17 2 -0.057190996
17 3 2.1510868
17 4 0.07676473
17 5 0.00036796927
17 6 0.6975042
17 7 0.22533666
17 8 1.8139684
17 9 0.016283467
17 10 0.01282686
17 11 -0.07361988
17 12 1.8954277e-05
17 13 0.012189209
17 14 0.67499053
17 15 0.13499513
18 0 0.16657907
18 1 0.056622982
18 2 -0.060575057
18 3 2.0129595
18 4 0.1084934
18 5 0.041992366
18 6 0.6531211
18 7 0.06486988
18 8 1.758716
18 9 0.00011327863
18 10 0.19041514
18 11 -0.0700323
18 12 0.21022215
18 13 0.156854
18 14 0.9330142
18 15 0.032837063
19 0 0.07764554
19 1 0.78013587
19 2 -0.083978906
19 3 2.1438434
19 4 0.8293588
19 5 0.8800621
19 6 0.25392497
19 7 0.06365505
19 8 1.0186913
19 9 0.7608396
19 10 0.26214147
19 11 -0.037930556
19 12 0.079181165
19 13 0.97676563
19 14 0.7811225
19 15 1.1132382
20 0 0.8939488
20 1 0.7631675
20 2 -0.035099566
20 3 1.2013521
20 4 -1.1175871e-05
20 5 0.9366051
20 6 0.3450461
20 7 0.048617423
20 8 1.065871
20 9 5.7846308e-05
20 10 1.0164734
20 11 -0.04279721
20 12 0.10167083
20 13 0.15321349
20 14 1.4403917
20 15 0.9599265
21 0 0.96524364
21 1 0.68853474
21 2 -0.09409194
21 3 1.4006186
21 4 0.8173897
21 5 0.412223
21 6 1.5007422
21 7 1.0493414
21 8 1.0126357
21 9 0.8005862
21 10 0.11270973
21 11 -0.10458109
21 12 0.07463077
21 13 0.01898846
21 14 0.76773703
21 15 0.8195292
22 0 1.1820806
22 1 0.6913516
22 2 -0.08502226
22 3 1.4276145
22 4 0.85867834
22 5 0.7075187
22 6 1.5342987
22 7 1.1544391
22 8 1.0174762
22 9 0.8517115
22 10 0.09831074
22 11 -0.10862478
22 12 0.094917834
22 13 0.080389366
22 14 0.55605876
22 15 0.8481069
23 0 0.6777083
23 1 0.7181381
23 2 -0.08599343
23 3 1.0505749
23 4 0.9648719
23 5 0.09771727
23 6 1.1608152
23 7 0.12570405
23 8 0.9073863
23 9 0.039428174
23 10 0.8952668
23 11 -0.07318642
23 12 0.9852463
23 13 0.93692243
23 14 1.3849291
23 15 0.03436342
24 0 1.0333667
24 1 0.7228278
24 2 -0.09209399
24 3 1.4427015
24 4 0.9008155
24 5 0.48164174
24 6 1.507992
24 7 1.100403
24 8 0.9969257
24 9 0.7283881
24 10 0.020772785
24 11 -0.103153266
24 12 0.047872126
24 13 5.5849552e-05
24 14 0.63408005
24 15 0.889873
25 0 0.9275288
25 1 0.10648805
25 2 -0.024109803
25 3 1.0772517
25 4 0.030160367
25 5 0.90245223
25 6 0.389663
25 7 0.8189372
25 8 1.6850747
25 9 0.7986853
25 10 0.99577975
25 11 -0.0534183
25 12 0.78506124
25 13 0.8331231
25 14 0.6721915
25 15 0.35391068
26 0 1.1393077
26 1 0.79767954
26 2 -0.06563424
26 3 1.3833518
26 4 0.90033567
26 5 0.4305977
26 6 1.510736
26 7 1.0435685
26 8 0.8782884
26 9 0.79141545
26 10 0.03895268
26 11 -0.07854599
26 12 0.116013676
26 13 4.2527914e-05
26 14 0.65796626
26 15 0.8095665
27 0 0.89148027
27 1 0.285834
27 2 -0.046458438
27 3 1.1488755
27 4 0.13179521
27 5 0.78987026
27 6 0.45989496
27 7 0.66764957
27 8 1.3429096
27 9 0.5291121
27 10 0.8886521
27 11 -0.07545126
27 12 0.63538843
27 13 0.6530826
27 14 0.91077304
27 15 0.3719074
28 0 0.088505566
28 1 0.10941225
28 2 -0.06745204
28 3 2.5488298
28 4 0.3460289
28 5 0.065553546
28 6 0.813736
28 7 0.13845
28 8 1.8308635
28 9 0.1507834
28 10 0.03189498
28 11 -0.1056857
28 12 0.0102265775
28 13 0.26355997
28 14 0.73544097
28 15 0.19261494
29 0 0.9145682
29 1 0.15807009
29 2 -0.07246095
29 3 1.0919577
29 4 0.13705835
29 5 0.8496808
29 6 0.4895373
29 7 0.808387
29 8 1.5233849
29 9 0.6621468
29 10 0.8412959
29 11 -0.07466151
29 12 0.7783075
29 13 0.802698
29 14 0.77067095
29 15 0.26715213
30 0 0.8575266
30 1 0.002614528
30 2 -0.06719205
30 3 1.0908737
30 4 0.18183553
30 5 0.77962136
30 6 0.46183565
30 7 0.7748041
30 8 1.6272478
30 9 0.7358811
30 10 0.8994628
30 11 -0.06132029
30 12 0.8880373
30 13 0.87490255
30 14 0.75211
30 15 0.10207167
31 0 0.91033584
31 1 0.12008342
31 2 -0.04716661
31 3 1.178474
31 4 0.01731518
31 5 0.9081664
31 6 0.21843922
31 7 0.789719
31 8 1.550276
31 9 0.6731603
31 10 0.9904815
31 11 -0.060959652
31 12 0.6746578
31 13 0.7553274
31 14 0.7385316
31 15 0.39115742
32 0 -4.1425228e-05
32 1 0.036557198
32 2 -0.06586326
32 3 2.5282502
32 4 0.19456784
32 5 0.14396071
32 6 0.07446569
32 7 -1.6897917e-05
32 8 1.7427509
32 9 1.4424324e-05
32 10 0.08614367
32 11 -0.07942127
32 12 0.07349801
32 13 0.59133554
32 14 0.63510776
32 15 0.25200462
33 0 1.2990302
33 1 0.93096685
33 2 -0.08426895
33 3 1.310214
33 4 1.0027453
33 5 0.75800014
33 6 1.4388872
33 7 1.1317705
33 8 0.8299422
33 9 0.9271693
33 10 0.12245831
33 11 -0.098334774
33 12 0.06177351
33 13 0.17383617
33 14 0.6361676
33 15 1.0674479
34 0 1.0419812
34 1 0.013922036
34 2 -0.049804796
34 3 1.1034694
34 4 0.13014586
34 5 0.7303809
34 6 0.7361413
34 7 1.0729741
34 8 1.7593482
34 9 0.6522014
34 10 0.7416665
34 11 -0.090295866
34 12 0.7699144
34 13 0.5644154
34 14 0.71017873
34 15 0.22246942
35 0 0.59282106
35 1 0.87478137
35 2 -0.10219605
35 3 1.2862836
35 4 0.85209084
35 5 0.023426712
35 6 1.2382673
35 7 0.04489872
35 8 0.90799046
35 9 0.050776258
35 10 0.9840872
35 11 -0.058595005
35 12 0.940419
35 13 0.8604985
35 14 1.5871971
35 15 0.025092483
36 0 0.14190114
36 1 0.080082595
36 2 -0.04171626
36 3 2.2395103
36 4 0.1602979
36 5 0.0015118718
36 6 0.70312893
36 7 0.14449194
36 8 1.7820026
36 9 0.0031102598
36 10 0.096722305
36 11 -0.10366379
36 12 0.13378562
36 13 0.1157337
36 14 0.7835657
36 15 0.07606864
37 0 1.0736933
37 1 0.68956816
37 2 -0.06575567
37 3 1.4693631
37 4 0.825801
37 5 0.5773598
37 6 1.5583222
37 7 1.0809481
37 8 1.0779221
37 9 0.79605865
37 10 0.09547827
37 11 -0.07900172
37 12 0.0508191
37 13 0.011870176
37 14 0.5957464
37 15 0.8967885
38 0 0.5586971
38 1 0.7909223
38 2 -0.086113945
38 3 1.3204646
38 4 0.9528793
38 5 -1.2934208e-05
38 6 1.2841148
38 7 0.15541062
38 8 0.8814467
38 9 0.044982895
38 10 0.8113279
38 11 -0.08599304
38 12 0.8658718
38 13 0.74870265
38 14 1.4159381
38 15 0.08286896
39 0 0.5812266
39 1 0.7157506
39 2 -0.09350996
39 3 1.2028865
39 4 0.9252368
39 5 -0.0024284124
39 6 1.4037621
39 7 0.28050482
39 8 1.0092605
39 9 0.06668371
39 10 0.9029082
39 11 -0.10367412
39 12 1.0488423
39 13 0.92981833
39 14 1.4891462
39 15 7.8201294e-05
40 0 0.75470334
40 1 0.10451901
40 2 -0.04228742
40 3 1.3249669
40 4 0.22295591
40 5 0.78757834
40 6 0.3478695
40 7 0.77215195
40 8 1.6900204
40 9 0.75167394
40 10 0.86275494
40 11 -0.07755593
40 12 0.77893156
40 13 0.9414514
40 14 0.67164236
40 15 0.23707592
41 0 0.8908732
41 1 0.72866297
41 2 -0.059107993
41 3 1.3650771
41 4 0.09546636
41 5 0.9173174
41 6 0.4564284
41 7 0.2453789
41 8 1.0537212
41 9 0.122115284
41 10 0.74205685
41 11 -0.06959615
41 12 0.08005121
41 13 0.17182492
41 14 1.3848364
41 15 1.0584674
42 0 0.89471316
42 1 0.018917292
42 2 -0.054677825
42 3 1.2665435
42 4 0.16400784
42 5 0.7157366
42 6 0.6219141
42 7 0.880215
42 8 1.6430308
42 9 0.69651973
42 10 0.9269895
42 11 -0.08947113
42 12 0.9450383
42 13 0.85277903
42 14 0.56341445
42 15 0.092537194
43 0 1.0813398
43 1 1.011632
43 2 -0.0498216
43 3 1.2978481
43 4 0.012845486
43 5 1.1338483
43 6 0.23295051
43 7 0.11038047
43 8 0.8808126
43 9 0.13458586
43 10 1.1046765
43 11 -0.055036236
43 12 6.0498714e-06
43 13 0.22571236
43 14 1.5058129
43 15 1.2388889
44 0 1.1737279
44 1 0.7171911
44 2 -0.08789401
44 3 1.3916022
44 4 0.87705195
44 5 0.39673507
44 6 1.4313102
44 7 1.1492993
44 8 0.95904744
44 9 0.82126343
44 10 0.05880326
44 11 -0.09771155
44 12 0.144551
44 13 0.05971241
44 14 0.5277424
44 15 0.7225158
45 0 0.8419653
45 1 0.87672395
45 2 -0.020359665
45 3 1.546171
45 4 0.03556432
45 5 0.9068421
45 6 0.4053938
45 7 0.0759511
45 8 1.0948286
45 9 0.026440144
45 10 0.8613581
45 11 -0.07254964
45 12 0.00032636523
45 13 0.069811314
45 14 1.5217333
45 15 1.1068534
46 0 0.98658013
46 1 0.748604
46 2 -0.03263235
46 3 1.0761045
46 4 0.02175185
46 5 0.91015244
46 6 0.52492976
46 7 0.3661516
46 8 0.9103618
46 9 0.054222032
46 10 0.96396405
46 11 -0.042467788
46 12 0.046387702
46 13 0.09398107
46 14 1.5091493
46 15 1.119554
47 0 0.249295
47 1 0.1742806
47 2 -0.037033223
47 3 2.4930692
47 4 0.28524372
47 5 0.21147907
47 6 0.8233131
47 7 0.2597674
47 8 1.9442911
47 9 0.29028833
47 10 -0.0001744926
47 11 -0.11229113
47 12 0.009060323
47 13 0.16656521
47 14 0.7145614
47 15 0.38192722
48 0 0.94534767
48 1 3.9726496e-05
48 2 -0.031648763
48 3 1.0460066
48 4 0.01295054
48 5 0.8156431
48 6 0.36787304
48 7 0.8920292
48 8 1.7862532
48 9 0.7387196
48 10 0.90762436
48 11 -0.070439294
48 12 0.7613597
48 13 0.7467905
48 14 0.6078677
48 15 0.18788907
49 0 0.67056304
49 1 0.82050776
49 2 -0.09973538
49 3 1.142851
49 4 0.97979546
49 5 0.14434256
49 6 1.3549523
49 7 0.15849501
49 8 0.8792864
49 9 0.08812651
49 10 1.02132
49 11 -0.090663455
49 12 0.9536363
49 13 0.9375676
49 14 1.4472339
49 15 0.087631136
50 0 0.6599969
50 1 0.7611363
50 2 -0.082373925
50 3 1.08887
50 4 0.867398
50 5 -1.54078e-05
50 6 1.3386507
50 7 0.1504159
50 8 0.84704304
50 9 2.8789043e-05
50 10 0.89869285
50 11 -0.07402064
50 12 1.0164826
50 13 0.8578542
50 14 1.5568414
50 15 0.02329135
51 0 0.7970196
51 1 0.19738804
51 2 -0.056093995
51 3 1.2079072
51 4 0.24041699
51 5 0.7120911
51 6 0.5200007
51 7 0.75362444
51 8 1.5436877
51 9 0.6431894
51 10 0.86726123
51 11 -0.079014465
51 12 0.7613282
51 13 0.7524202
51 14 0.8388516
51 15 0.31142035
52 0 1.2444038
52 1 0.76205623
52 2 -0.054318145
52 3 1.3303177
52 4 0.8133868
52 5 0.66950333
52 6 1.432955
52 7 1.1211464
52 8 1.0191246
52 9 0.8155613
52 10 0.11423671
52 11 -0.104832605
52 12 0.07210654
52 13 0.052724957
52 14 0.79622674
52 15 0.9071964
53 0 0.9255247
53 1 -1.9878149e-05
53 2 -0.06959623
53 3 1.1040182
53 4 0.020189852
53 5 0.694777
53 6 0.3915841
53 7 0.88711774
53 8 1.6959543
53 9 0.91043556
53 10 0.91908544
53 11 -0.083980665
53 12 1.0098665
53 13 0.9459956
53 14 0.43236047
53 15 0.020584047
54 0 1.1291565
54 1 0.8250874
54 2 -0.07083513
54 3 1.5122476
54 4 0.8225558
54 5 0.65634346
54 6 1.3978028
54 7 1.0990998
54 8 0.8846599
54 9 0.8032268
54 10 0.015023053
54 11 -0.068739176
54 12 0.059949875
54 13 0.06475937
54 14 0.69147444
54 15 0.9777739
55 0 1.1062539
55 1 0.8740692
55 2 -0.04950017
55 3 1.1682069
55 4 0.0061136186
55 5 1.0102743
55 6 0.39597428
55 7 0.1482487
55 8 0.9799517
55 9 0.016689003
55 10 1.1025633
55 11 -0.052421436
55 12 0.12904605
55 13 0.13136578
55 14 1.4801867
55 15 1.0183587
56 0 0.13566652
56 1 0.039828897
56 2 -0.044797488
56 3 2.0352914
56 4 0.10913028
56 5 0.17197487
56 6 0.5887103
56 7 0.14726987
56 8 1.7771082
56 9 0.10246877
56 10 0.088710964
56 11 -0.08192929
56 12 0.1478069
56 13 0.1703055
56 14 0.8377284
56 15 0.16051209
57 0 0.8831192
57 1 0.819682
57 2 -0.049997836
57 3 1.2894181
57 4 0.04520127
57 5 0.78586805
57 6 0.47930068
57 7 0.14993173
57 8 1.1492547
57 9 0.008171424
57 10 1.0001597
57 11 -0.074242145
57 12 0.12635821
57 13 0.120345056
57 14 1.52615
57 15 0.9901066
58 0 0.12166655
58 1 -0.011834562
58 2 -0.054064594
58 3 2.2967758
58 4 -0.10315624
58 5 0.04128781
58 6 0.27979857
58 7 -0.0025907457
58 8 1.9845006
58 9 -0.19119817
58 10 0.0518277
58 11 -0.08000895
58 12 -0.16413224
58 13 -0.0753462
58 14 0.9298687
58 15 0.09710413
59 0 0.92370504
59 1 0.17096804
59 2 -0.0525205
59 3 1.0732993
59 4 0.24576056
59 5 0.7243365
59 6 0.598814
59 7 0.7947179
59 8 1.4463763
59 9 0.70904887
59 10 0.8452171
59 11 -0.078078024
59 12 0.74522704
59 13 0.70688576
59 14 0.8084259
59 15 0.23984693
60 0 0.93729186
60 1 0.26836574
60 2 -0.0031467713
60 3 1.2736591
60 4 0.103615105
60 5 1.0331516
60 6 0.26698208
60 7 0.63774204
60 8 1.5678227
60 9 0.82941043
60 10 0.97186744
60 11 -0.06702427
60 12 0.73103714
60 13 0.89127386
60 14 0.78757495
60 15 0.49603117
61 0 0.84630585
61 1 0.5100715
61 2 -0.09641224
61 3 1.2514818
61 4 0.6254964
61 5 0.19602938
61 6 0.93966967
61 7 0.4597148
61 8 1.4336457
61 9 0.52343607
61 10 1.1807264
61 11 -0.09209485
61 12 1.3267856
61 13 1.3595095
61 14 1.1651067
61 15 -0.07439074
62 0 0.19688624
62 1 3.761053e-05
62 2 -0.049735107
62 3 1.9966228
62 4 0.0105908215
62 5 2.0563602e-06
62 6 0.6037104
62 7 0.105641216
62 8 1.7701279
62 9 3.3646822e-05
62 10 0.1904203
62 11 -0.069551796
62 12 -7.688999e-06
62 13 3.027916e-05
62 14 1.1035157
62 15 0.034926414
63 0 1.0494437
63 1 0.6272981
63 2 -0.06720413
63 3 1.3903924
63 4 0.91590893
63 5 0.51909024
63 6 1.4556936
63 7 1.1102139
63 8 1.1397284
63 9 0.908111
63 10 0.008806288
63 11 -0.091437235
63 12 0.123580694
63 13 0.0045633316
63 14 0.5665214
63 15 0.7059977
64 0 1.1330476
64 1 0.622417
64 2 -0.09223208
64 3 1.458943
64 4 0.79336226
64 5 0.46803558
64 6 1.5284683
64 7 1.0715251
64 8 1.0441853
64 9 0.7677505
64 10 0.12639901
64 11 -0.106484406
64 12 0.13871387
64 13 0.049738973
64 14 0.5263494
64 15 0.75058997
65 0 1.0361531
65 1 0.862476
65 2 -0.05413595
65 3 1.1908237
65 4 5.9604645e-08
65 5 0.8987516
65 6 0.38215476
65 7 0.0960114
65 8 0.98423094
65 9 5.0097704e-05
65 10 1.0096736
65 11 -0.058978427
65 12 -5.7816505e-06
65 13 0.058921307
65 14 1.5405307
65 15 1.1193937
66 0 0.7073937
66 1 0.84687495
66 2 -0.09195395
66 3 1.1216097
66 4 0.9412005
66 5 0.1728523
66 6 1.2608943
66 7 0.2051096
66 8 0.85614675
66 9 0.1186734
66 10 0.97060883
66 11 -0.09550351
66 12 0.9355875
66 13 0.8726243
66 14 1.4612914
66 15 0.19340247
67 0 0.6375629
67 1 0.6489818
67 2 -0.088107556
67 3 1.3413196
67 4 0.94000435
67 5 -2.8014183e-05
67 6 1.3695133
67 7 0.25843784
67 8 0.914199
67 9 6.1392784e-06
67 10 0.7382158
67 11 -0.08911068
67 12 0.85267925
67 13 0.68964744
67 14 1.4786874
67 15 0.03249243
68 0 0.090558946
68 1 0.022050858
68 2 -0.041494794
68 3 2.1375432
68 4 0.08553642
68 5 0.05788505
68 6 0.532427
68 7 0.13848802
68 8 1.7217824
68 9 0.09769063
68 10 0.118017554
68 11 -0.07981722
68 12 0.13892025
68 13 0.11660965
68 14 0.76551855
68 15 0.047117203
69 0 0.90328497
69 1 0.068837196
69 2 -0.03782319
69 3 1.2321756
69 4 0.08624309
69 5 0.85398626
69 6 0.34517366
69 7 0.8148328
69 8 1.7748544
69 9 0.7188957
69 10 0.9541303
69 11 -0.06804519
69 12 0.82001233
69 13 0.7554798
69 14 0.719126
69 15 0.2597909
70 0 0.17879564
70 1 0.07169548
70 2 -0.057524886
70 3 2.2794611
70 4 0.119825035
70 5 0.0898599
70 6 0.5192016
70 7 0.14430591
70 8 1.8688674
70 9 0.11167848
70 10 0.1714974
70 11 -0.08394026
70 12 0.12932743
70 13 0.24570724
70 14 0.7660129
70 15 0.11710459
71 0 0.79046774
71 1 0.9603721
71 2 -0.036439396
71 3 1.4792703
71 4 0.11525267
71 5 0.9435513
71 6 0.26462898
71 7 0.0024231672
71 8 0.78306186
71 9 0.010162994
71 10 0.9880414
71 11 -0.046430133
71 12 0.059542716
71 13 0.2867347
71 14 1.5972017
71 15 1.1175017
72 0 0.9018322
72 1 0.83798647
72 2 -0.037573785
72 3 1.2612672
72 4 -6.556511e-07
72 5 0.8294196
72 6 0.15382755
72 7 0.058972657
72 8 0.88204336
72 9 4.7445297e-05
72 10 0.9515047
72 11 -0.060131263
72 12 1.9997358e-05
72 13 2.7418137e-05
72 14 1.5627415
72 15 1.1449547
73 0 1.2305233
73 1 0.8239353
73 2 -0.08703431
73 3 1.4804372
73 4 0.75068855
73 5 0.67539454
73 6 1.5119734
73 7 1.0332658
73 8 0.8773049
73 9 0.76596963
73 10 0.13243413
73 11 -0.08183664
73 12 0.053929716
73 13 -0.013168156
73 14 0.75368935
73 15 0.9940672
74 0 0.13281217
74 1 0.81721556
74 2 -0.088347875
74 3 2.078109
74 4 0.7863685
74 5 0.8679429
74 6 0.38987073
74 7 0.094047934
74 8 0.8472866
74 9 0.7998642
74 10 0.12676916
74 11 -0.03417982
74 12 0.14624058
74 13 0.8945741
74 14 0.68443596
74 15 1.0973849
75 0 1.0698893
75 1 7.2717667e-06
75 2 -0.047891732
75 3 1.1962675
75 4 0.08834092
75 5 0.9438436
75 6 0.52307665
75 7 1.0076303
75 8 1.901431
75 9 0.8243613
75 10 1.0014955
75 11 -0.07987811
75 12 0.96771276
75 13 0.853771
75 14 0.6559702
75 15 0.16981944
76 0 0.088299274
76 1 0.94341993
76 2 -0.08685287
76 3 2.2522597
76 4 0.88538635
76 5 0.89996064
76 6 0.37683383
76 7 0.10324001
76 8 0.95965385
76 9 0.8389287
76 10 0.23757431
76 11 -0.047268547
76 12 0.05937478
76 13 1.020062
76 14 0.5931369
76 15 1.0691835
77 0 0.46017975
77 1 0.67798495
77 2 -0.084006734
77 3 1.47983
77 4 0.89300275
77 5 0.021495074
77 6 1.3841866
77 7 0.061006755
77 8 1.0221843
77 9 0.09010263
77 10 0.8234212
77 11 -0.078006536
77 12 0.9770614
77 13 1.0340468
77 14 1.4923851
77 15 0.03284639
78 0 1.0974877
78 1 0.7708951
78 2 -0.09085713
78 3 1.4238784
78 4 0.85116684
78 5 0.5455912
78 6 1.3616936
78 7 1.1639073
78 8 1.0673541
78 9 0.83642817
78 10 0.042048812
78 11 -0.09506208
78 12 -0.030531108
78 13 -0.0521293
78 14 0.54411113
78 15 0.91315985
79 0 0.95682
79 1 4.8995018e-05
79 2 -0.025175259
79 3 1.0029689
79 4 0.023525268
79 5 0.9721186
79 6 0.17696059
79 7 0.83087313
79 8 1.6864498
79 9 0.81614506
79 10 0.9517695
79 11 -0.06057678
79 12 0.7638718
79 13 0.81358415
79 14 0.6778753
79 15 0.27014816
80 0 0.1486628
80 1 0.06693542
80 2 -0.04730636
80 3 2.149356
80 4 0.08910507
80 5 0.015518069
80 6 0.78233635
80 7 0.19788209
80 8 1.7346847
80 9 0.042633966
80 10 0.21843609
80 11 -0.08541156
80 12 0.16032049
80 13 0.123243034
80 14 0.8929136
80 15 0.08399382
81 0 0.9887557
81 1 0.8527986
81 2 -0.04964487
81 3 1.4250714
81 4 0.049395114
81 5 0.89199567
81 6 0.41275895
81 7 0.07241008
81 8 1.146449
81 9 0.07162951
81 10 0.9827895
81 11 -0.07169176
81 12 0.0545668
81 13 0.072995454
81 14 1.4722911
81 15 1.0667131
82 0 0.8960933
82 1 0.9640722
82 2 -0.028504932
82 3 1.2595063
82 4 0.22052762
82 5 0.9214659
82 6 0.34388402
82 7 0.050504416
82 8 0.8593447
82 9 0.08715895
82 10 0.9020082
82 11 -0.035615243
82 12 0.009128392
82 13 0.18741173
82 14 1.4327245
82 15 1.1730714
83 0 0.3256964
83 1 -0.06393042
83 2 -0.07197892
83 3 2.6202917
83 4 0.20607361
83 5 0.100046694
83 6 0.77986455
83 7 0.34181577
83 8 2.2677097
83 9 0.17777953
83 10 -0.018677741
83 11 -0.113135226
83 12 -0.0032188594
83 13 0.0945027
83 14 0.6473855
83 15 0.099001646
84 0 0.1225293
84 1 0.024588943
84 2 -0.06388895
84 3 2.0740418
84 4 0.081611514
84 5 0.07027806
84 6 0.6166569
84 7 0.087908536
84 8 1.6815212
84 9 0.04452066
84 10 4.556775e-05
84 11 -0.06478895
84 12 0.020301908
84 13 0.034536242
84 14 0.9023397
84 15 0.22696261
85 0 0.009862542
85 1 0.7846934
85 2 -0.091032535
85 3 2.0649786
85 4 0.80241156
85 5 0.81153345
85 6 0.1650917
85 7 0.019479662
85 8 0.87550014
85 9 0.71514726
85 10 0.19856116
85 11 -0.01533626
85 12 0.1233276
